"","latitude","longitude","temperature_b","salinity_b","depth","sediment","abundance","AMM_HSI","GMM_HSI"
"1",41.65,-65.9,7.302672975,34.601117,-484.799987792969,"gr-sd",1.89544311542203,0.459475682225672,0.274295803105568
"2",39.85,-69.7,5.03180279444444,34.9456763333333,-762.700012207031,"cl-st/sd",0.0126644709509367,0.223949077354193,0.106497280385129
"3",40.75,-66.65,4.21448121666667,34.8772953333333,-1085.30004882812,"sd-cl/st",0.0483036815154565,0.199063822251093,0.091543753131223
"4",40.05,-68.8,4.54586345957447,34.9075962446809,-985.099975585938,"cl-st/sd",0.00986298231720139,0.223949077354193,0.106497280385129
"5",39.85,-70.85,4.2596606,34.908245,-908.900024414062,"sd-cl/st",0.0135407872181503,0.199063822251093,0.091543753131223
"6",39.9,-70.7,5.65465905,34.97979,-564.400024414062,"cl-st/sd",0.0135407872181503,0.469284899456275,0.288157377409189
"7",40.8,-66.6,4.392045625,34.8786985,-722.200012207031,"cl-st/sd",0.0483036815154565,0.223949077354193,0.106497280385129
"8",39.9,-70.65,5.610546,34.9775905,-514.599975585938,"cl-st/sd",0.0135407872181503,0.469284899456275,0.288157377409189
"9",39.95,-70.3,6.24844417619048,35.0195049285714,-520.900024414062,"cl-st/sd",0.0135407872181503,0.469284899456275,0.288157377409189
"10",40.5,-67,4.37751495,34.8947567,-826.099975585938,"sd-cl/st",0.0155873632754701,0.199063822251093,0.091543753131223
"11",40.3,-67.55,4.2363838125,34.8866002727273,-1032,"cl-st/sd",0.0108587983409416,0.223949077354193,0.106497280385129
"12",41.65,-65.85,6.23708911666667,34.732865,-526.099975585938,"sd",1.89544311542203,0.414476397164455,0
"13",40.1,-68.55,6.09511404230769,35.0097685192308,-566,"cl-st/sd",0.00960535158425311,0.469284899456275,0.288157377409189
"14",39.85,-70.05,4.709657375,34.931456,-983.299987792969,"cl-st/sd",0.0126644709509367,0.223949077354193,0.106497280385129
"15",41.6,-65.8,4.25116086666667,34.8314243333333,-897.900024414062,"cl-st/sd",1.89544311542203,0.223949077354193,0.106497280385129
"16",40.05,-68.6,3.93000985,34.8798055428571,-1020.59997558594,"cl-st/sd",0.00960535158425311,0.223949077354193,0.106497280385129
"17",40.4,-67.35,5.36776231086957,34.9218617391304,-582.400024414062,"cl-st/sd",0.0125385984817375,0.223949077354193,0.106497280385129
"18",40.95,-66.4,4.5066138,34.8727425,-817.799987792969,"sd-cl/st",0.115789572636299,0.199063822251093,0.091543753131223
"19",41.9,-65.6,3.809934825,34.84309875,-957.400024414062,"sd/st/cl",1.8384562506725,0.419140575062373,0.155636528733691
"20",39.9,-69.6,5.25186189361702,34.9553557340426,-919,"cl-st/sd",0.0114277046533975,0.223949077354193,0.106497280385129
"21",40.6,-66.95,4.6063563515625,34.898790625,-547.799987792969,"cl-st/sd",0.0271892422304168,0.223949077354193,0.106497280385129
"22",39.85,-70.2,4.70589370694444,34.9298421527778,-916.400024414062,"sd-cl/st",0.0126644709509367,0.199063822251093,0.091543753131223
"23",39.9,-70.9,4.67309165,34.931821,-584.799987792969,"cl-st/sd",0.0135407872181503,0.223949077354193,0.106497280385129
"24",41.65,-65.8,5.142419175,34.80224025,-632.799987792969,"sd",1.89544311542203,0.169140575062373,0
"25",40.55,-67,4.15509356666667,34.8865874444444,-833.200012207031,"cl-st/sd",0.0155873632754701,0.223949077354193,0.106497280385129
"26",39.9,-69.65,6.57282733863636,35.0358333863636,-503.399993896484,"cl-st/sd",0.0114277046533975,0.469284899456275,0.288157377409189
"27",39.9,-70.4,5.595395635,34.9774615,-551,"cl-st/sd",0.0135407872181503,0.469284899456275,0.288157377409189
"28",40.1,-69.05,8.63610606428571,35.1127221734694,-502.399993896484,"sd/st/cl",0.0104222116911923,0.664476397164455,0.421116988028107
"29",39.9,-70.25,5.01730861517857,34.9464899910714,-1071.30004882812,"cl-st/sd",0.0126644709509367,0.223949077354193,0.106497280385129
"30",40.2,-68.25,4.796371917,34.92684313,-1028.30004882812,"cl-st/sd",0.00941868294493982,0.223949077354193,0.106497280385129
"31",39.85,-70.9,4.3657793,34.9159725,-894.200012207031,"cl-st/sd",0.0135407872181503,0.223949077354193,0.106497280385129
"32",40.05,-68.75,4.74624515,34.9224998076923,-863.5,"cl-st/sd",0.00986298231720139,0.223949077354193,0.106497280385129
"33",39.9,-70.1,5.619360025,34.9847913333333,-575,"cl-st/sd",0.0126644709509367,0.469284899456275,0.288157377409189
"34",41.35,-66.15,6.224129,34.75923675,-515,"sd",0.463530161708446,0.414476397164455,0
"35",40.35,-68.15,6.24209623695652,34.9795043152174,-653.200012207031,"cl-st/sd",0.00946051685884389,0.469284899456275,0.288157377409189
"36",39.9,-69.45,5.02829666666667,34.9444113333333,-524.599975585938,"cl-st/sd",0.0114277046533975,0.223949077354193,0.106497280385129
"37",40.85,-66.55,5.011697825,34.878215,-852,"cl-st/sd",0.0483036815154565,0.223949077354193,0.106497280385129
"38",40.65,-66.75,4.13549215,34.8789475,-1062.59997558594,"sd-cl/st",0.0271892422304168,0.199063822251093,0.091543753131223
"39",39.95,-69.1,4.26885158939394,34.9007208030303,-750.400024414062,"cl-st/sd",0.0104222116911923,0.223949077354193,0.106497280385129
"40",41.25,-66.15,4.06751555,34.846598,-994.200012207031,"cl-st/sd",0.463530161708446,0.223949077354193,0.106497280385129
"41",41.9,-65.65,4.6046139,34.8409825,-619.700012207031,"sd",1.8384562506725,0.169140575062373,0
"42",39.9,-69.85,5.95555967333333,34.9959618,-536.5,"cl-st/sd",0.0126644709509367,0.469284899456275,0.288157377409189
"43",40.45,-67.2,5.63314036666667,34.9204636666667,-750.5,"cl-st/sd",0.0125385984817375,0.469284899456275,0.288157377409189
"44",39.85,-70.65,4.8156028625,34.942343875,-767.099975585938,"cl-st/sd",0.0135407872181503,0.223949077354193,0.106497280385129
"45",41.2,-66.2,4.60158475,34.84312275,-822.5,"cl-st/sd",0.197973219487342,0.223949077354193,0.106497280385129
"46",40.15,-68.5,5.99245380652174,34.9980657826087,-562.5,"sd-st/cl",0.00960535158425311,0.4918401841779,0.314088611298314
"47",40.5,-67.05,5.1844246625,34.915663875,-774.200012207031,"cl-st/sd",0.0155873632754701,0.223949077354193,0.106497280385129
"48",40.9,-66.45,4.762078425,34.8798275,-912.5,"sd-cl/st",0.115789572636299,0.199063822251093,0.091543753131223
"49",39.9,-70.3,5.244932895,34.95816535,-611.900024414062,"cl-st/sd",0.0126644709509367,0.223949077354193,0.106497280385129
"50",40.3,-67.6,4.41521969285714,34.8903150714286,-874.900024414062,"cl-st/sd",0.00974393630959022,0.223949077354193,0.106497280385129
"51",41.25,-66.2,4.887033225,34.83363225,-815.200012207031,"cl-st/sd",0.191582130535404,0.223949077354193,0.106497280385129
"52",41.2,-66.25,5.54216385,34.8212565,-568.400024414062,"cl-st/sd",0.197973219487342,0.223949077354193,0.106497280385129
"53",41.3,-66.1,4.06767343333333,34.8361425,-722.700012207031,"cl-st/sd",0.463530161708446,0.223949077354193,0.106497280385129
"54",39.85,-70.35,4.71678161272727,34.9324741363636,-1074.69995117188,"cl-st/sd",0.0126644709509367,0.223949077354193,0.106497280385129
"55",39.9,-69.5,6.66217709,35.0302369,-537.400024414062,"cl-st/sd",0.0114277046533975,0.469284899456275,0.288157377409189
"56",41.75,-65.7,4.1880229,34.8252551666667,-733.299987792969,"cl-st/sd",1.8384562506725,0.223949077354193,0.106497280385129
"57",41.85,-65.7,5.23968765,34.8028191666667,-510.100006103516,"sd",1.8384562506725,0.169140575062373,0
"58",39.85,-70.6,4.91502076875,34.947387125,-802.799987792969,"cl-st/sd",0.0135407872181503,0.223949077354193,0.106497280385129
