"","stat_area","tow_id","survey","year","month","day","doy","tow_duration","lat","lon","catch_n","vessel","area_swept"
"1",526,"198002.265.1110.1","BTS",1980,4,18,109,NA,40.016667,-69.633333,0,"DE",0.038
"2",526,"198002.266.1110.2","BTS",1980,4,19,110,NA,40.05,-69.216667,0,"DE",0.038
"3",526,"198002.267.1100.7","BTS",1980,4,19,110,NA,40.166667,-69.466667,0,"DE",0.038
"4",526,"198002.268.1100.6","BTS",1980,4,19,110,NA,40.25,-69.716667,0,"DE",0.038
"5",526,"198002.271.1100.1","BTS",1980,4,19,110,NA,40.55,-69.9,0,"DE",0.038
"6",526,"198002.272.1090.9","BTS",1980,4,19,110,NA,40.65,-69.9,0,"DE",0.038
"7",526,"198002.273.1100.8","BTS",1980,4,19,110,NA,40.566667,-69.65,0,"DE",0.038
"8",526,"198002.274.1090.10","BTS",1980,4,19,110,NA,40.6,-69.433333,0,"DE",0.038
"9",526,"198002.275.1090.5","BTS",1980,4,19,110,NA,40.75,-69.4,0,"DE",0.038
"10",521,"198002.280.1250.2","BTS",1980,4,20,111,NA,41.2,-69.3,0,"DE",0.038
"11",521,"198002.281.1250.1","BTS",1980,4,20,111,NA,41.433333,-69.466667,0,"DE",0.038
"12",521,"198002.285.1230.1","BTS",1980,4,21,112,NA,41.816667,-69.833333,0,"DE",0.038
"13",521,"198002.286.1240.6","BTS",1980,4,21,112,NA,41.85,-69.716667,0,"DE",0.038
"14",521,"198002.287.1230.3","BTS",1980,4,21,112,NA,41.933333,-69.8,0,"DE",0.038
"15",521,"198002.288.1270.4","BTS",1980,4,21,112,NA,42.1,-69.783333,2,"DE",0.038
"16",521,"198002.289.1260.3","BTS",1980,4,21,112,NA,42.1,-69.966667,0,"DE",0.038
"17",514,"198002.291.1260.5","BTS",1980,4,21,112,NA,42.1,-70.35,0,"DE",0.038
"18",514,"198002.300.1260.4","BTS",1980,4,22,113,NA,42.333333,-70.566667,0,"DE",0.038
"19",514,"198002.301.1260.1","BTS",1980,4,22,113,NA,42.366667,-70.516667,0,"DE",0.038
"20",514,"198002.302.1260.2","BTS",1980,4,22,113,NA,42.466667,-70.166667,0,"DE",0.038
"21",514,"198002.303.1270.3","BTS",1980,4,22,113,NA,42.733333,-70,1,"DE",0.038
"22",514,"198002.304.1270.2","BTS",1980,4,22,113,NA,42.816667,-69.983333,0,"DE",0.038
"23",514,"198002.306.1400.1","BTS",1980,4,22,113,NA,42.783333,-70.633333,0,"DE",0.038
"24",513,"198002.308.1400.2","BTS",1980,4,22,113,NA,42.866667,-70.466667,0,"DE",0.038
"25",513,"198002.309.1370.1","BTS",1980,4,23,114,NA,43.216667,-69.883333,0,"DE",0.038
"26",513,"198002.310.1270.1","BTS",1980,4,23,114,NA,43.383333,-70.033333,0,"DE",0.038
"27",513,"198002.311.1380.1","BTS",1980,4,23,114,NA,43.383333,-69.916667,0,"DE",0.038
"28",513,"198002.312.1380.3","BTS",1980,4,23,114,NA,43.433333,-69.366667,0,"DE",0.038
"29",513,"198002.313.1380.2","BTS",1980,4,24,115,NA,43.266667,-69.666667,1,"DE",0.038
"30",513,"198002.314.1370.2","BTS",1980,4,24,115,NA,43.1,-69.716667,1,"DE",0.038
"31",513,"198002.315.1370.5","BTS",1980,4,24,115,NA,43.066667,-69.566667,0,"DE",0.038
"32",513,"198002.316.1370.3","BTS",1980,4,24,115,NA,42.85,-69.533333,0,"DE",0.038
"33",515,"198002.317.1280.5","BTS",1980,4,24,115,NA,42.666667,-69.55,0,"DE",0.038
"34",515,"198002.318.1370.4","BTS",1980,4,24,115,NA,42.7,-69.3,0,"DE",0.038
"35",515,"198002.319.1280.1","BTS",1980,4,24,115,NA,42.583333,-69.216667,0,"DE",0.038
"36",521,"198002.320.1280.2","BTS",1980,4,24,115,NA,42.216667,-69.45,3,"DE",0.038
"37",521,"198002.321.1280.4","BTS",1980,4,24,115,NA,41.933333,-69.383333,0,"DE",0.038
"38",521,"198002.322.1280.6","BTS",1980,4,25,116,NA,42.083333,-69.633333,2,"DE",0.038
"39",521,"198002.323.1280.3","BTS",1980,4,25,116,NA,42.216667,-69.75,0,"DE",0.038
"40",515,"198002.324.1280.7","BTS",1980,5,1,122,NA,42.55,-68.783333,3,"DE",0.038
"41",515,"198002.325.1290.4","BTS",1980,5,1,122,NA,42.466667,-68.366667,2,"DE",0.038
"42",522,"198002.326.1290.7","BTS",1980,5,1,122,NA,42.2,-68.316667,4,"DE",0.038
"43",522,"198002.327.1290.1","BTS",1980,5,1,122,NA,42.266667,-68.216667,2,"DE",0.038
"44",515,"198002.328.1290.5","BTS",1980,5,1,122,NA,42.583333,-68.016667,3,"DE",0.038
"45",515,"198002.329.1290.6","BTS",1980,5,1,122,NA,42.7,-68.2,2,"DE",0.038
"46",515,"198002.330.1360.8","BTS",1980,5,1,122,NA,42.983333,-68.133333,1,"DE",0.038
"47",465,"198002.331.1360.6","BTS",1980,5,2,123,NA,43.3,-67.583333,0,"DE",0.038
"48",465,"198002.332.1360.5","BTS",1980,5,2,123,NA,43.183333,-67.483333,0,"DE",0.038
"49",464,"198002.334.1310.5","BTS",1980,5,3,124,NA,42.733333,-66.783333,0,"DE",0.038
"50",464,"198002.335.1290.3","BTS",1980,5,3,124,NA,42.433333,-66.483333,1,"DE",0.038
"51",464,"198002.336.1290.2","BTS",1980,5,3,124,NA,42.433333,-66.25,3,"DE",0.038
"52",464,"198002.338.1310.6","BTS",1980,5,3,124,NA,42.183333,-65.55,0,"DE",0.038
"53",464,"198002.341.1320.3","BTS",1980,5,4,125,NA,42.5,-65.666667,0,"DE",0.038
"54",464,"198002.342.1320.5","BTS",1980,5,4,125,NA,42.583333,-65.766667,0,"DE",0.038
"55",464,"198002.343.1320.1","BTS",1980,5,4,125,NA,42.616667,-65.683333,0,"DE",0.038
"56",464,"198002.344.1320.2","BTS",1980,5,4,125,NA,42.666667,-65.55,1,"DE",0.038
"57",464,"198002.345.1310.7","BTS",1980,5,4,125,NA,42.783333,-65.583333,0,"DE",0.038
"58",464,"198002.346.1310.3","BTS",1980,5,4,125,NA,42.733333,-65.75,0,"DE",0.038
"59",464,"198002.347.1320.4","BTS",1980,5,4,125,NA,42.733333,-66,0,"DE",0.038
"60",464,"198002.348.1310.2","BTS",1980,5,4,125,NA,42.883333,-66.533333,2,"DE",0.038
"61",465,"198002.350.1330.1","BTS",1980,5,4,125,NA,43.516667,-66.4,0,"DE",0.038
"62",465,"198002.351.1340.6","BTS",1980,5,5,126,NA,43.583333,-66.983333,3,"DE",0.038
"63",465,"198002.352.1360.4","BTS",1980,5,5,126,NA,43.466667,-67.266667,1,"DE",0.038
"64",465,"198002.353.1360.2","BTS",1980,5,5,126,NA,43.55,-67.233333,0,"DE",0.038
"65",465,"198002.354.1360.3","BTS",1980,5,5,126,NA,43.683333,-67.466667,0,"DE",0.038
"66",512,"198002.355.1360.7","BTS",1980,5,5,126,NA,43.666667,-67.816667,0,"DE",0.038
"67",465,"198002.356.1360.1","BTS",1980,5,5,126,NA,43.783333,-67.483333,0,"DE",0.038
"68",465,"198002.357.1340.4","BTS",1980,5,5,126,NA,43.766667,-67.233333,0,"DE",0.038
"69",465,"198002.358.1340.1","BTS",1980,5,5,126,NA,43.75,-67.083333,0,"DE",0.038
"70",465,"198002.359.1340.2","BTS",1980,5,5,126,NA,43.833333,-66.95,2,"DE",0.038
"71",465,"198002.360.1340.5","BTS",1980,5,5,126,NA,43.733333,-66.8,0,"DE",0.038
"72",465,"198002.361.1340.3","BTS",1980,5,6,127,NA,43.883333,-66.8,0,"DE",0.038
"73",465,"198002.362.1330.3","BTS",1980,5,6,127,NA,43.9,-66.633333,0,"DE",0.038
"74",466,"198002.363.1330.4","BTS",1980,5,5,126,NA,44.066667,-66.433333,0,"DE",0.038
"75",466,"198002.364.1330.2","BTS",1980,5,6,127,NA,44.1,-66.583333,0,"DE",0.038
"76",466,"198002.365.1350.2","BTS",1980,5,6,127,NA,44.116667,-66.833333,0,"DE",0.038
"77",511,"198002.367.1350.1","BTS",1980,5,6,127,NA,44.383333,-67.216667,0,"DE",0.038
"78",511,"198002.368.1390.2","BTS",1980,5,6,127,NA,44.333333,-67.7,0,"DE",0.038
"79",512,"198002.370.1390.3","BTS",1980,5,6,127,NA,43.983333,-68.416667,0,"DE",0.038
"80",512,"198002.371.1390.1","BTS",1980,5,6,127,NA,43.933333,-68.616667,0,"DE",0.038
"81",512,"198002.375.1380.4","BTS",1980,5,7,128,NA,43.55,-68.583333,0,"DE",0.038
"82",512,"198002.376.1380.5","BTS",1980,5,7,128,NA,43.366667,-68.683333,1,"DE",0.038
"83",526,"198002.534.1100.14","BTS",1980,4,10,101,NA,40.566667,-69.866667,0,"AL",0.038
"84",526,"198002.535.1100.17","BTS",1980,4,10,101,NA,40.516667,-69.85,0,"AL",0.038
"85",526,"198002.536.1100.13","BTS",1980,4,11,102,NA,40.35,-69.666667,0,"AL",0.038
"86",526,"198002.537.1100.20","BTS",1980,4,11,102,NA,40.25,-69.45,0,"AL",0.038
"87",526,"198002.538.1100.12","BTS",1980,4,11,102,NA,40.316667,-69.25,0,"AL",0.038
"88",526,"198002.539.1100.9","BTS",1980,4,11,102,NA,40.433333,-68.916667,0,"AL",0.038
"89",526,"198002.540.1100.11","BTS",1980,4,11,102,NA,40.783333,-68.916667,0,"AL",0.038
"90",526,"198002.541.1100.10","BTS",1980,4,11,102,NA,40.833333,-69.1,0,"AL",0.038
"91",526,"198002.542.1090.14","BTS",1980,4,11,102,NA,40.933333,-69.25,0,"AL",0.038
"92",526,"198002.543.1090.13","BTS",1980,4,11,102,NA,40.833333,-69.433333,0,"AL",0.038
"93",526,"198002.544.1090.15","BTS",1980,4,11,102,NA,40.766667,-69.583333,0,"AL",0.038
"94",526,"198002.545.1090.17","BTS",1980,4,11,102,NA,40.616667,-69.533333,0,"AL",0.038
"95",521,"198002.552.1230.2","BTS",1980,4,25,116,NA,41.016667,-68.966667,0,"AL",0.038
"96",522,"198002.553.1230.5","BTS",1980,4,25,116,NA,41.1,-68.683333,0,"AL",0.038
"97",522,"198002.554.1230.4","BTS",1980,4,25,116,NA,41.4,-68.5,0,"AL",0.038
"98",522,"198002.555.1200.3","BTS",1980,4,25,116,NA,41.266667,-68.45,0,"AL",0.038
"99",522,"198002.556.1190.4","BTS",1980,4,25,116,NA,41.133333,-68.35,0,"AL",0.038
"100",525,"198002.557.1190.1","BTS",1980,4,25,116,NA,40.883333,-68.3,0,"AL",0.038
"101",525,"198002.558.1190.2","BTS",1980,4,25,116,NA,40.816667,-68.366667,0,"AL",0.038
"102",525,"198002.559.1130.1","BTS",1980,4,25,116,NA,40.483333,-68.483333,0,"AL",0.038
"103",525,"198002.560.1140.2","BTS",1980,4,25,116,NA,40.316667,-68.35,0,"AL",0.038
"104",525,"198002.561.1150.1","BTS",1980,4,25,116,NA,40.383333,-68.166667,0,"AL",0.038
"105",525,"198002.562.1150.3","BTS",1980,4,26,117,NA,40.35,-67.766667,0,"AL",0.038
"106",525,"198002.563.1140.1","BTS",1980,4,26,117,NA,40.516667,-67.466667,0,"AL",0.038
"107",525,"198002.564.1150.2","BTS",1980,4,26,117,NA,40.5,-67.183333,0,"AL",0.038
"108",525,"198002.565.1140.4","BTS",1980,4,26,117,NA,40.633333,-67.133333,0,"AL",0.038
"109",525,"198002.566.1140.3","BTS",1980,4,26,117,NA,40.766667,-66.866667,0,"AL",0.038
"110",562,"198002.567.1160.7","BTS",1980,4,26,117,NA,40.95,-66.766667,0,"AL",0.038
"111",562,"198002.568.1130.4","BTS",1980,4,26,117,NA,40.9,-66.95,0,"AL",0.038
"112",525,"198002.569.1130.6","BTS",1980,4,26,117,NA,40.966667,-67.066667,0,"AL",0.038
"113",525,"198002.570.1130.3","BTS",1980,4,26,117,NA,40.833333,-67.05,0,"AL",0.038
"114",525,"198002.571.1130.2","BTS",1980,4,26,117,NA,40.716667,-67.1,0,"AL",0.038
"115",525,"198002.572.1130.5","BTS",1980,4,26,117,NA,40.7,-67.266667,0,"AL",0.038
"116",525,"198002.573.1130.8","BTS",1980,4,27,118,NA,40.716667,-67.333333,0,"AL",0.038
"117",525,"198002.575.1130.7","BTS",1980,4,27,118,NA,40.883333,-67.7,0,"AL",0.038
"118",525,"198002.576.1190.9","BTS",1980,4,27,118,NA,41.066667,-67.933333,0,"AL",0.038
"119",525,"198002.577.1190.8","BTS",1980,4,27,118,NA,41.183333,-68.033333,0,"AL",0.038
"120",562,"198002.578.1190.5","BTS",1980,4,27,118,NA,41.45,-67.566667,0,"AL",0.038
"121",562,"198002.579.1190.3","BTS",1980,4,27,118,NA,41.3,-67.483333,0,"AL",0.038
"122",562,"198002.580.1190.7","BTS",1980,4,27,118,NA,41.383333,-67.416667,0,"AL",0.038
"123",562,"198002.581.1160.1","BTS",1980,4,27,118,NA,41.216667,-66.9,0,"AL",0.038
"124",562,"198002.582.1160.8","BTS",1980,4,27,118,NA,41.116667,-66.716667,0,"AL",0.038
"125",562,"198002.583.1170.5","BTS",1980,4,28,119,NA,41.166667,-66.316667,0,"AL",0.038
"126",562,"198002.584.1170.3","BTS",1980,4,28,119,NA,41.166667,-66.366667,0,"AL",0.038
"127",552,"198002.585.1160.6","BTS",1980,4,28,119,NA,41.333333,-66.35,0,"AL",0.038
"128",552,"198002.586.1160.10","BTS",1980,4,28,119,NA,41.4,-66.366667,0,"AL",0.038
"129",552,"198002.587.1160.3","BTS",1980,4,28,119,NA,41.583333,-66.233333,0,"AL",0.038
"130",552,"198002.588.1170.2","BTS",1980,4,28,119,NA,41.566667,-66.016667,0,"AL",0.038
"131",552,"198002.589.1170.4","BTS",1980,4,28,119,NA,41.783333,-65.866667,0,"AL",0.038
"132",552,"198002.590.1160.9","BTS",1980,4,28,119,NA,41.8,-65.983333,0,"AL",0.038
"133",551,"198002.591.1160.2","BTS",1980,4,28,119,NA,41.883333,-65.966667,3,"AL",0.038
"134",551,"198002.592.1170.1","BTS",1980,4,28,119,NA,41.916667,-65.833333,0,"AL",0.038
"135",551,"198002.593.1180.2","BTS",1980,4,28,119,NA,41.95,-65.766667,0,"AL",0.038
"136",551,"198002.594.1180.1","BTS",1980,4,28,119,NA,42.033333,-65.9,0,"AL",0.038
"137",551,"198002.595.1220.4","BTS",1980,4,29,120,NA,42.083333,-66.05,0,"AL",0.038
"138",552,"198002.596.1160.5","BTS",1980,4,29,120,NA,41.8,-66.433333,0,"AL",0.038
"139",551,"198002.597.1160.4","BTS",1980,4,29,120,NA,41.883333,-66.516667,0,"AL",0.038
"140",551,"198002.598.1220.1","BTS",1980,4,29,120,NA,42.15,-66.466667,0,"AL",0.038
"141",551,"198002.599.1210.4","BTS",1980,4,29,120,NA,42.1,-66.766667,0,"AL",0.038
"142",551,"198002.600.1210.2","BTS",1980,4,29,120,NA,42.15,-66.95,0,"AL",0.038
"143",464,"198002.601.1300.3","BTS",1980,4,29,120,NA,42.383333,-66.916667,4,"AL",0.038
"144",464,"198002.602.1290.8","BTS",1980,4,30,121,NA,42.666667,-67.433333,1,"AL",0.038
"145",464,"198002.603.1300.2","BTS",1980,4,30,121,NA,42.433333,-67.316667,0,"AL",0.038
"146",561,"198002.604.1300.1","BTS",1980,4,30,121,NA,42.333333,-67.366667,0,"AL",0.038
"147",561,"198002.605.1210.1","BTS",1980,4,30,121,NA,42.116667,-67.316667,0,"AL",0.038
"148",562,"198002.606.1190.6","BTS",1980,4,30,121,NA,41.766667,-67.116667,0,"AL",0.038
"149",522,"198002.607.1200.5","BTS",1980,4,30,121,NA,41.816667,-67.716667,0,"AL",0.038
"150",522,"198002.608.1200.1","BTS",1980,4,30,121,NA,41.883333,-67.783333,0,"AL",0.038
"151",522,"198002.609.1200.4","BTS",1980,4,30,121,NA,41.85,-67.8,0,"AL",0.038
"152",522,"198002.610.1200.2","BTS",1980,5,1,122,NA,41.5,-67.933333,0,"AL",0.038
"153",522,"198002.611.1200.6","BTS",1980,5,1,122,NA,41.466667,-68.166667,0,"AL",0.038
"154",522,"198002.612.1210.3","BTS",1980,5,1,122,NA,41.8,-68.216667,0,"AL",0.038
"155",522,"198002.613.1220.2","BTS",1980,5,1,122,NA,41.85,-68.183333,0,"AL",0.038
"156",522,"198002.614.1220.3","BTS",1980,5,1,122,NA,41.766667,-68.4,0,"AL",0.038
"157",522,"198002.615.1240.1","BTS",1980,5,1,122,NA,41.933333,-68.483333,2,"AL",0.038
"158",522,"198002.616.1240.3","BTS",1980,5,1,122,NA,42.033333,-68.6,1,"AL",0.038
"159",522,"198002.617.1240.4","BTS",1980,5,1,122,NA,42.083333,-68.716667,0,"AL",0.038
"160",521,"198002.618.1240.2","BTS",1980,5,1,122,NA,41.883333,-69.75,0,"AL",0.038
"161",521,"198002.619.1240.5","BTS",1980,5,2,123,NA,41.733333,-69.083333,0,"AL",0.038
"162",526,"198102.243.1090.1","BTS",1981,4,16,106,NA,40.633333,-69.933333,0,"DE",0.038
"163",526,"198102.245.1100.7","BTS",1981,4,16,106,NA,40.383333,-69.733333,0,"DE",0.038
"164",526,"198102.247.1120.2","BTS",1981,4,16,106,NA,39.916667,-69.7,0,"DE",0.038
"165",526,"198102.264.1090.2","BTS",1981,4,21,111,NA,40.85,-69.666667,0,"DE",0.038
"166",521,"198102.268.1250.1","BTS",1981,4,21,111,NA,41.05,-69.3,0,"DE",0.038
"167",522,"198102.269.1230.4","BTS",1981,4,22,112,NA,41.183333,-68.833333,0,"DE",0.038
"168",522,"198102.270.1230.1","BTS",1981,4,22,112,NA,41.283333,-68.75,0,"DE",0.038
"169",522,"198102.271.1230.3","BTS",1981,4,22,112,NA,41.083333,-68.75,0,"DE",0.038
"170",522,"198102.272.1230.2","BTS",1981,4,22,112,NA,41,-68.783333,0,"DE",0.038
"171",525,"198102.273.1190.6","BTS",1981,4,22,112,NA,40.916667,-68.45,0,"DE",0.038
"172",525,"198102.274.1130.5","BTS",1981,4,22,112,NA,40.766667,-68.683333,0,"DE",0.038
"173",526,"198102.275.1100.2","BTS",1981,4,22,112,NA,40.883333,-68.883333,0,"DE",0.038
"174",526,"198102.276.1100.5","BTS",1981,4,22,112,NA,40.816667,-69.183333,0,"DE",0.038
"175",526,"198102.277.1100.3","BTS",1981,4,22,112,NA,40.65,-69.1,0,"DE",0.038
"176",526,"198102.278.1100.4","BTS",1981,4,23,113,NA,40.55,-69.35,0,"DE",0.038
"177",526,"198102.279.1110.2","BTS",1981,4,23,113,NA,40.066667,-69.25,0,"DE",0.038
"178",526,"198102.280.1110.1","BTS",1981,4,23,113,NA,40.166667,-68.916667,0,"DE",0.038
"179",526,"198102.281.1100.8","BTS",1981,4,23,113,NA,40.25,-68.85,0,"DE",0.038
"180",526,"198102.282.1100.6","BTS",1981,4,23,113,NA,40.366667,-68.966667,0,"DE",0.038
"181",525,"198102.283.1130.4","BTS",1981,4,23,113,NA,40.466667,-68.816667,0,"DE",0.038
"182",525,"198102.284.1130.2","BTS",1981,4,23,113,NA,40.6,-68.733333,0,"DE",0.038
"183",525,"198102.285.1130.7","BTS",1981,4,23,113,NA,40.466667,-68.366667,0,"DE",0.038
"184",525,"198102.286.1150.1","BTS",1981,4,23,113,NA,40.25,-68.333333,0,"DE",0.038
"185",525,"198102.287.1150.2","BTS",1981,4,23,113,NA,40.316667,-68.05,0,"DE",0.038
"186",525,"198102.288.1140.2","BTS",1981,4,24,114,NA,40.4,-67.983333,0,"DE",0.038
"187",525,"198102.289.1130.3","BTS",1981,4,24,114,NA,40.516667,-67.85,0,"DE",0.038
"188",525,"198102.290.1140.3","BTS",1981,4,24,114,NA,40.466667,-67.75,0,"DE",0.038
"189",525,"198102.291.1130.1","BTS",1981,4,24,114,NA,40.85,-67.466667,0,"DE",0.038
"190",525,"198102.292.1130.9","BTS",1981,4,24,114,NA,40.65,-67.3,0,"DE",0.038
"191",525,"198102.293.1140.4","BTS",1981,4,24,114,NA,40.5,-67.616667,0,"DE",0.038
"192",525,"198102.294.1140.1","BTS",1981,4,24,114,NA,40.616667,-67.166667,0,"DE",0.038
"193",562,"198102.295.1130.8","BTS",1981,4,24,114,NA,40.85,-66.983333,0,"DE",0.038
"194",562,"198102.296.1170.2","BTS",1981,4,24,114,NA,40.833333,-66.7,0,"DE",0.038
"195",562,"198102.297.1170.4","BTS",1981,4,25,115,NA,40.9,-66.6,0,"DE",0.038
"196",562,"198102.298.1160.1","BTS",1981,4,25,115,NA,40.966667,-66.65,0,"DE",0.038
"197",562,"198102.299.1170.3","BTS",1981,4,25,115,NA,40.983333,-66.5,0,"DE",0.038
"198",562,"198102.300.1160.3","BTS",1981,4,25,115,NA,41.133333,-66.766667,0,"DE",0.038
"199",562,"198102.301.1160.4","BTS",1981,4,25,115,NA,41.216667,-66.916667,0,"DE",0.038
"200",562,"198102.302.1160.8","BTS",1981,4,25,115,NA,41.05,-66.95,0,"DE",0.038
"201",525,"198102.303.1130.6","BTS",1981,4,25,115,NA,41,-67.35,0,"DE",0.038
"202",562,"198102.304.1160.5","BTS",1981,4,25,115,NA,41.166667,-67.25,0,"DE",0.038
"203",525,"198102.305.1190.5","BTS",1981,4,25,115,NA,41.116667,-67.583333,0,"DE",0.038
"204",525,"198102.306.1190.9","BTS",1981,4,25,115,NA,41.15,-68.033333,0,"DE",0.038
"205",522,"198102.307.1190.4","BTS",1981,4,25,115,NA,41.466667,-67.7,0,"DE",0.038
"206",562,"198102.308.1190.8","BTS",1981,4,26,116,NA,41.433333,-67.333333,0,"DE",0.038
"207",562,"198102.309.1190.3","BTS",1981,4,26,116,NA,41.516667,-67.15,0,"DE",0.038
"208",562,"198102.310.1160.9","BTS",1981,4,26,116,NA,41.483333,-67,0,"DE",0.038
"209",562,"198102.311.1160.10","BTS",1981,4,26,116,NA,41.4,-67.016667,0,"DE",0.038
"210",552,"198102.312.1160.7","BTS",1981,4,26,116,NA,41.25,-66.333333,0,"DE",0.038
"211",552,"198102.314.1160.6","BTS",1981,4,26,116,NA,41.75,-65.966667,0,"DE",0.038
"212",552,"198102.315.1170.1","BTS",1981,4,26,116,NA,41.8,-65.833333,0,"DE",0.038
"213",464,"198102.316.1290.2","BTS",1981,4,26,116,NA,42.233333,-65.7,3,"DE",0.038
"214",464,"198102.323.1310.1","BTS",1981,4,27,117,NA,42.716667,-65.716667,0,"DE",0.038
"215",464,"198102.324.1320.3","BTS",1981,4,27,117,NA,42.683333,-65.716667,0,"DE",0.038
"216",464,"198102.326.1320.4","BTS",1981,4,27,117,NA,42.483333,-65.633333,0,"DE",0.038
"217",464,"198102.327.1290.8","BTS",1981,4,27,117,NA,42.416667,-66.066667,1,"DE",0.038
"218",464,"198102.328.1290.7","BTS",1981,4,28,118,NA,42.466667,-66.033333,3,"DE",0.038
"219",464,"198102.329.1320.1","BTS",1981,4,28,118,NA,42.666667,-66.016667,0,"DE",0.038
"220",464,"198102.330.1320.2","BTS",1981,4,28,118,NA,42.766667,-66.266667,0,"DE",0.038
"221",464,"198102.332.1360.5","BTS",1981,4,28,118,NA,42.816667,-66.666667,15,"DE",0.038
"222",521,"198102.335.1250.3","BTS",1981,5,6,126,NA,41.283333,-69.366667,0,"DE",0.038
"223",521,"198102.336.1250.2","BTS",1981,5,6,126,NA,41.416667,-69.416667,0,"DE",0.038
"224",521,"198102.338.1250.4","BTS",1981,5,6,126,NA,41.75,-69.833333,0,"DE",0.038
"225",521,"198102.339.1280.5","BTS",1981,5,6,126,NA,41.9,-69.45,0,"DE",0.038
"226",521,"198102.340.1240.2","BTS",1981,5,7,127,NA,41.716667,-69.266667,0,"DE",0.038
"227",521,"198102.341.1280.2","BTS",1981,5,7,127,NA,41.883333,-69.283333,0,"DE",0.038
"228",521,"198102.342.1240.1","BTS",1981,5,7,127,NA,42.033333,-68.966667,0,"DE",0.038
"229",522,"198102.343.1240.3","BTS",1981,5,7,127,NA,42.133333,-68.533333,0,"DE",0.038
"230",522,"198102.344.1240.6","BTS",1981,5,7,127,NA,41.933333,-68.666667,0,"DE",0.038
"231",521,"198102.345.1240.4","BTS",1981,5,7,127,NA,41.75,-68.883333,0,"DE",0.038
"232",522,"198102.346.1240.5","BTS",1981,5,7,127,NA,41.45,-68.833333,0,"DE",0.038
"233",522,"198102.347.1200.6","BTS",1981,5,7,127,NA,41.6,-68.283333,0,"DE",0.038
"234",522,"198102.348.1200.4","BTS",1981,5,7,127,NA,41.616667,-68.233333,0,"DE",0.038
"235",522,"198102.349.1220.2","BTS",1981,5,8,128,NA,41.75,-68.35,0,"DE",0.038
"236",522,"198102.350.1210.1","BTS",1981,5,8,128,NA,41.733333,-68.316667,0,"DE",0.038
"237",522,"198102.351.1210.4","BTS",1981,5,8,128,NA,41.783333,-68.2,0,"DE",0.038
"238",522,"198102.352.1200.2","BTS",1981,5,8,128,NA,41.8,-67.966667,0,"DE",0.038
"239",561,"198102.353.1200.3","BTS",1981,5,8,128,NA,41.9,-67.633333,0,"DE",0.038
"240",562,"198102.354.1190.7","BTS",1981,5,8,128,NA,41.683333,-67.433333,0,"DE",0.038
"241",562,"198102.355.1190.2","BTS",1981,5,8,128,NA,41.8,-67.366667,0,"DE",0.038
"242",561,"198102.356.1200.1","BTS",1981,5,8,128,NA,41.916667,-67.416667,0,"DE",0.038
"243",561,"198102.357.1200.5","BTS",1981,5,8,128,NA,41.983333,-67.333333,0,"DE",0.038
"244",561,"198102.359.1190.1","BTS",1981,5,8,128,NA,41.933333,-67.05,0,"DE",0.038
"245",552,"198102.360.1160.2","BTS",1981,5,8,128,NA,41.833333,-66.75,0,"DE",0.038
"246",551,"198102.362.1290.1","BTS",1981,5,9,129,NA,42.216667,-66.616667,0,"DE",0.038
"247",551,"198102.363.1210.3","BTS",1981,5,9,129,NA,42.133333,-66.766667,8,"DE",0.038
"248",551,"198102.364.1210.2","BTS",1981,5,9,129,NA,42.1,-67,0,"DE",0.038
"249",561,"198102.365.1220.3","BTS",1981,5,9,129,NA,42.166667,-67.183333,0,"DE",0.038
"250",464,"198102.367.1300.1","BTS",1981,5,9,129,NA,42.5,-66.9,6,"DE",0.038
"251",464,"198102.368.1290.4","BTS",1981,5,9,129,NA,42.65,-67,0,"DE",0.038
"252",464,"198102.369.1300.2","BTS",1981,5,9,129,NA,42.416667,-67.316667,0,"DE",0.038
"253",561,"198102.370.1220.1","BTS",1981,5,9,129,NA,42.166667,-67.616667,3,"DE",0.038
"254",522,"198102.371.1220.4","BTS",1981,5,10,130,NA,42.016667,-67.966667,4,"DE",0.038
"255",522,"198102.372.1290.6","BTS",1981,5,10,130,NA,42.25,-68.05,2,"DE",0.038
"256",515,"198102.373.1290.3","BTS",1981,5,10,130,NA,42.483333,-68.283333,0,"DE",0.038
"257",515,"198102.374.1290.5","BTS",1981,5,10,130,NA,42.666667,-67.816667,2,"DE",0.038
"258",515,"198102.375.1360.3","BTS",1981,5,10,130,NA,42.766667,-67.8,1,"DE",0.038
"259",515,"198102.376.1360.1","BTS",1981,5,10,130,NA,42.783333,-68.316667,2,"DE",0.038
"260",515,"198102.377.1280.4","BTS",1981,5,10,130,NA,42.633333,-68.5,0,"DE",0.038
"261",515,"198102.378.1370.3","BTS",1981,5,10,130,NA,42.816667,-68.816667,3,"DE",0.038
"262",515,"198102.380.1370.1","BTS",1981,5,11,131,NA,43.133333,-69,6,"DE",0.038
"263",515,"198102.381.1370.4","BTS",1981,5,11,131,NA,43.116667,-68.7,0,"DE",0.038
"264",515,"198102.383.1360.4","BTS",1981,5,11,131,NA,43.25,-67.933333,14,"DE",0.038
"265",512,"198102.384.1360.7","BTS",1981,5,11,131,NA,43.416667,-67.7,0,"DE",0.038
"266",465,"198102.385.1360.2","BTS",1981,5,11,131,NA,43.166667,-67.35,6,"DE",0.038
