"","latitude","longitude","temperature_b","salinity_b","depth","sediment","abundance","AMM_HSI","GMM_HSI"
"1",42,-65.6,5.28034235,34.888898,-504.600006103516,"gr-sd",17.6297286650551,0.0135543524883943,0
"2",41.35,-66.05,6.41195951666667,34.9081693333333,-1023.90002441406,"cl-st/sd",73.4611949545345,0.0563804927207607,0.0100515752589293
"3",39.85,-70.65,3.7788442625,34.875804125,-767.099975585938,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"4",39.9,-70.6,4.88734809285714,34.9383996428571,-517.599975585938,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"5",41.1,-66.3,5.3647539,34.9259441666667,-611,"cl-st/sd",103.43276472881,0.00732537094964359,0
"6",39.95,-69.05,3.30715949642857,34.8522085,-1011.09997558594,"cl-st/sd",57.4525734610233,0.00732537094964359,0
"7",40.45,-67.15,3.98529823333333,34.8853738333333,-869.099975585938,"cl-st/sd",30.5999186618986,0.00732537094964359,0
"8",40.15,-68.35,4.32851607857143,34.9118011071429,-760.700012207031,"cl-st/sd",12.6266463484824,0.00732537094964359,0
"9",40.5,-67,4.04578561,34.8888042,-826.099975585938,"sd-cl/st",30.5999186618986,0.0162893149074385,0
"10",39.85,-69.75,4.30555977,34.90120965,-855.700012207031,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"11",40.1,-68.6,6.0286763047619,35.0173553571429,-523.900024414062,"sd",12.6266463484824,0.0591634573519194,0.0111803205449897
"12",39.9,-70.9,3.91773215,34.8840355,-584.799987792969,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"13",40.4,-67.4,4.39429073039216,34.9017723039216,-925.599975585938,"cl-st/sd",30.5999186618986,0.00732537094964359,0
"14",40.6,-66.95,4.2131325,34.89191915625,-547.799987792969,"cl-st/sd",68.6451182074134,0.00732537094964359,0
"15",39.9,-69.5,5.59504337,34.9859743,-537.400024414062,"cl-st/sd",125.423297071664,0.0563804927207607,0.0100515752589293
"16",39.9,-70.2,4.25711574677419,34.8994658064516,-754.599975585938,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"17",41.3,-66.15,6.09893231666667,34.915608,-497.100006103516,"cl-st/sd",94.9511756739621,0.0563804927207607,0.0100515752589293
"18",41.8,-65.7,5.55425481666667,34.86925,-602.5,"cl-st/sd",49.1527326103757,0.00732537094964359,0
"19",41.95,-65.6,4.4067644,34.8760575,-787.900024414062,"gr-sd",17.6297286650551,0.0135543524883943,0
"20",40.6,-67,4.42176916521739,34.9023979782609,-624.900024414062,"cl-st/sd",68.6451182074134,0.00732537094964359,0
"21",40.85,-66.55,5.2230511,34.934466,-852,"cl-st/sd",100.283588393706,0.00732537094964359,0
"22",40.35,-68.15,5.77858742173913,34.9702676630435,-653.200012207031,"cl-st/sd",13.2378648380488,0.0563804927207607,0.0100515752589293
"23",40.15,-68.5,5.00836469673913,34.9518771413044,-562.5,"sd-st/cl",12.6266463484824,0.0160404674869391,0
"24",39.85,-69.65,3.90837908076923,34.8780880384615,-937.700012207031,"cl-st/sd",125.423297071664,0.00732537094964359,0
"25",40.75,-66.7,5.15865173333333,34.9389113333333,-581.400024414062,"cl-st/sd",100.283588393706,0.00732537094964359,0
"26",39.9,-70.1,4.52406031666667,34.9104225,-575,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"27",39.85,-70.4,3.87254914565217,34.8754338478261,-839.5,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"28",40.1,-69.05,8.55277428265306,35.1758381326531,-502.399993896484,"sd/st/cl",18.182868774565,0.0730805792791338,0.0143761751941004
"29",40.2,-68.2,4.27095294444444,34.9051846666667,-675.5,"cl-st/sd",13.2378648380488,0.00732537094964359,0
"30",39.9,-69.6,4.4753075712766,34.9100588404255,-919,"cl-st/sd",125.423297071664,0.00732537094964359,0
"31",40,-70.5,6.2449250972973,35.0198627972973,-517.599975585938,"cl-st/sd",64.9236497139742,0.0563804927207607,0.0100515752589293
"32",40.5,-67.05,4.766290375,34.924109375,-774.200012207031,"cl-st/sd",30.5999186618986,0.00732537094964359,0
"33",40.35,-67.55,5.08512698043478,34.9383209782609,-650.200012207031,"cl-st/sd",17.2503396045818,0.00732537094964359,0
"34",39.95,-70.3,5.68933593333333,34.983255,-520.900024414062,"cl-st/sd",64.9236497139742,0.0563804927207607,0.0100515752589293
"35",40.7,-66.75,4.72275065,34.92145725,-598.400024414062,"cl-st/sd",68.6451182074134,0.00732537094964359,0
"36",40.7,-66.7,4.23587335,34.8975813333333,-894.5,"sd-cl/st",100.283588393706,0.0162893149074385,0
"37",40.35,-67.5,4.65782994464286,34.9155061607143,-695,"cl-st/sd",17.2503396045818,0.00732537094964359,0
"38",40.35,-67.45,3.87723088552632,34.8761414736842,-822.299987792969,"cl-st/sd",17.2503396045818,0.00732537094964359,0
"39",39.85,-70.35,3.91330324272727,34.8768146818182,-1074.69995117188,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"40",39.95,-69.15,3.8832318576087,34.8840585217391,-885,"cl-st/sd",57.4525734610233,0.00732537094964359,0
"41",39.85,-70.05,3.82752681875,34.8705402083333,-983.299987792969,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"42",39.85,-70.95,3.58951725,34.8646135,-885.299987792969,"cl-st/sd",64.9236497139742,0.00732537094964359,0
"43",40.2,-68.15,3.98142237241379,34.8921149310345,-914,"cl-st/sd",13.2378648380488,0.00732537094964359,0
"44",40.1,-68.4,3.85121244375,34.8851979375,-1012.90002441406,"cl-st/sd",12.6266463484824,0.00732537094964359,0
