"","V1","V2"
"1",39.75,-71
"2",39.75,-70.95
"3",39.75,-70.9
"4",39.75,-70.85
"5",39.75,-70.8
"6",39.75,-70.75
"7",39.75,-70.7
"8",39.75,-70.65
"9",39.75,-70.6
"10",39.75,-70.55
"11",39.75,-70.5
"12",39.75,-70.45
"13",39.75,-70.4
"14",39.75,-70.35
"15",39.75,-70.3
"16",39.75,-70.25
"17",39.75,-70.2
"18",39.75,-70.15
"19",39.75,-70.1
"20",39.75,-70.05
"21",39.75,-70
"22",39.75,-69.95
"23",39.75,-69.9
"24",39.75,-69.85
"25",39.75,-69.8
"26",39.75,-69.75
"27",39.75,-69.7
"28",39.75,-69.65
"29",39.75,-69.6
"30",39.75,-69.55
"31",39.75,-69.5
"32",39.75,-69.45
"33",39.75,-69.4
"34",39.75,-69.35
"35",39.75,-69.3
"36",39.75,-69.25
"37",39.75,-69.2
"38",39.75,-69.15
"39",39.75,-69.1
"40",39.75,-69.05
"41",39.75,-69
"42",39.75,-68.95
"43",39.75,-68.9
"44",39.75,-68.85
"45",39.75,-68.8
"46",39.75,-68.75
"47",39.75,-68.7
"48",39.75,-68.65
"49",39.75,-68.6
"50",39.75,-68.55
"51",39.75,-68.5
"52",39.75,-68.45
"53",39.75,-68.4
"54",39.75,-68.35
"55",39.75,-68.3
"56",39.75,-68.25
"57",39.75,-68.2
"58",39.75,-68.15
"59",39.75,-68.1
"60",39.75,-68.05
"61",39.75,-68
"62",39.75,-67.95
"63",39.75,-67.9
"64",39.75,-67.85
"65",39.75,-67.8
"66",39.75,-67.75
"67",39.75,-67.7
"68",39.75,-67.65
"69",39.75,-67.6
"70",39.75,-67.55
"71",39.75,-67.5
"72",39.75,-67.45
"73",39.75,-67.4
"74",39.75,-67.35
"75",39.75,-67.3
"76",39.75,-67.25
"77",39.75,-67.2
"78",39.75,-67.15
"79",39.75,-67.1
"80",39.75,-67.05
"81",39.75,-67
"82",39.75,-66.95
"83",39.75,-66.9
"84",39.75,-66.85
"85",39.75,-66.8
"86",39.75,-66.75
"87",39.75,-66.7
"88",39.75,-66.65
"89",39.75,-66.6
"90",39.75,-66.55
"91",39.75,-66.5
"92",39.75,-66.45
"93",39.75,-66.4
"94",39.75,-66.35
"95",39.75,-66.3
"96",39.75,-66.25
"97",39.75,-66.2
"98",39.75,-66.15
"99",39.75,-66.1
"100",39.75,-66.05
"101",39.75,-66
"102",39.75,-65.95
"103",39.75,-65.9
"104",39.75,-65.85
"105",39.75,-65.8
"106",39.75,-65.75
"107",39.75,-65.7
"108",39.75,-65.65
"109",39.75,-65.6
"110",39.75,-65.55
"111",39.75,-65.5
"112",39.8,-71
"113",39.8,-70.95
"114",39.8,-70.9
"115",39.8,-70.85
"116",39.8,-70.8
"117",39.8,-70.75
"118",39.8,-70.7
"119",39.8,-70.65
"120",39.8,-70.6
"121",39.8,-70.55
"122",39.8,-70.5
"123",39.8,-70.45
"124",39.8,-70.4
"125",39.8,-70.35
"126",39.8,-70.3
"127",39.8,-70.25
"128",39.8,-70.2
"129",39.8,-70.15
"130",39.8,-70.1
"131",39.8,-70.05
"132",39.8,-70
"133",39.8,-69.95
"134",39.8,-69.9
"135",39.8,-69.85
"136",39.8,-69.8
"137",39.8,-69.75
"138",39.8,-69.7
"139",39.8,-69.65
"140",39.8,-69.6
"141",39.8,-69.55
"142",39.8,-69.5
"143",39.8,-69.45
"144",39.8,-69.4
"145",39.8,-69.35
"146",39.8,-69.3
"147",39.8,-69.25
"148",39.8,-69.2
"149",39.8,-69.15
"150",39.8,-69.1
"151",39.8,-69.05
"152",39.8,-69
"153",39.8,-68.95
"154",39.8,-68.9
"155",39.8,-68.85
"156",39.8,-68.8
"157",39.8,-68.75
"158",39.8,-68.7
"159",39.8,-68.65
"160",39.8,-68.6
"161",39.8,-68.55
"162",39.8,-68.5
"163",39.8,-68.45
"164",39.8,-68.4
"165",39.8,-68.35
"166",39.8,-68.3
"167",39.8,-68.25
"168",39.8,-68.2
"169",39.8,-68.15
"170",39.8,-68.1
"171",39.8,-68.05
"172",39.8,-68
"173",39.8,-67.95
"174",39.8,-67.9
"175",39.8,-67.85
"176",39.8,-67.8
"177",39.8,-67.75
"178",39.8,-67.7
"179",39.8,-67.65
"180",39.8,-67.6
"181",39.8,-67.55
"182",39.8,-67.5
"183",39.8,-67.45
"184",39.8,-67.4
"185",39.8,-67.35
"186",39.8,-67.3
"187",39.8,-67.25
"188",39.8,-67.2
"189",39.8,-67.15
"190",39.8,-67.1
"191",39.8,-67.05
"192",39.8,-67
"193",39.8,-66.95
"194",39.8,-66.9
"195",39.8,-66.85
"196",39.8,-66.8
"197",39.8,-66.75
"198",39.8,-66.7
"199",39.8,-66.65
"200",39.8,-66.6
"201",39.8,-66.55
"202",39.8,-66.5
"203",39.8,-66.45
"204",39.8,-66.4
"205",39.8,-66.35
"206",39.8,-66.3
"207",39.8,-66.25
"208",39.8,-66.2
"209",39.8,-66.15
"210",39.8,-66.1
"211",39.8,-66.05
"212",39.8,-66
"213",39.8,-65.95
"214",39.8,-65.9
"215",39.8,-65.85
"216",39.8,-65.8
"217",39.8,-65.75
"218",39.8,-65.7
"219",39.8,-65.65
"220",39.8,-65.6
"221",39.8,-65.55
"222",39.8,-65.5
"223",39.85,-71
"224",39.85,-70.95
"225",39.85,-70.9
"226",39.85,-70.85
"227",39.85,-70.8
"228",39.85,-70.75
"229",39.85,-70.7
"230",39.85,-70.65
"231",39.85,-70.6
"232",39.85,-70.55
"233",39.85,-70.5
"234",39.85,-70.45
"235",39.85,-70.4
"236",39.85,-70.35
"237",39.85,-70.3
"238",39.85,-70.25
"239",39.85,-70.2
"240",39.85,-70.15
"241",39.85,-70.1
"242",39.85,-70.05
"243",39.85,-70
"244",39.85,-69.95
"245",39.85,-69.9
"246",39.85,-69.85
"247",39.85,-69.8
"248",39.85,-69.75
"249",39.85,-69.7
"250",39.85,-69.65
"251",39.85,-69.6
"252",39.85,-69.55
"253",39.85,-69.5
"254",39.85,-69.45
"255",39.85,-69.4
"256",39.85,-69.35
"257",39.85,-69.3
"258",39.85,-69.25
"259",39.85,-69.2
"260",39.85,-69.15
"261",39.85,-69.1
"262",39.85,-69.05
"263",39.85,-69
"264",39.85,-68.95
"265",39.85,-68.9
"266",39.85,-68.85
"267",39.85,-68.8
"268",39.85,-68.75
"269",39.85,-68.7
"270",39.85,-68.65
"271",39.85,-68.6
"272",39.85,-68.55
"273",39.85,-68.5
"274",39.85,-68.45
"275",39.85,-68.4
"276",39.85,-68.35
"277",39.85,-68.3
"278",39.85,-68.25
"279",39.85,-68.2
"280",39.85,-68.15
"281",39.85,-68.1
"282",39.85,-68.05
"283",39.85,-68
"284",39.85,-67.95
"285",39.85,-67.9
"286",39.85,-67.85
"287",39.85,-67.8
"288",39.85,-67.75
"289",39.85,-67.7
"290",39.85,-67.65
"291",39.85,-67.6
"292",39.85,-67.55
"293",39.85,-67.5
"294",39.85,-67.45
"295",39.85,-67.4
"296",39.85,-67.35
"297",39.85,-67.3
"298",39.85,-67.25
"299",39.85,-67.2
"300",39.85,-67.15
"301",39.85,-67.1
"302",39.85,-67.05
"303",39.85,-67
"304",39.85,-66.95
"305",39.85,-66.9
"306",39.85,-66.85
"307",39.85,-66.8
"308",39.85,-66.75
"309",39.85,-66.7
"310",39.85,-66.65
"311",39.85,-66.6
"312",39.85,-66.55
"313",39.85,-66.5
"314",39.85,-66.45
"315",39.85,-66.4
"316",39.85,-66.35
"317",39.85,-66.3
"318",39.85,-66.25
"319",39.85,-66.2
"320",39.85,-66.15
"321",39.85,-66.1
"322",39.85,-66.05
"323",39.85,-66
"324",39.85,-65.95
"325",39.85,-65.9
"326",39.85,-65.85
"327",39.85,-65.8
"328",39.85,-65.75
"329",39.85,-65.7
"330",39.85,-65.65
"331",39.85,-65.6
"332",39.85,-65.55
"333",39.85,-65.5
"334",39.9,-71
"335",39.9,-70.95
"336",39.9,-70.9
"337",39.9,-70.85
"338",39.9,-70.8
"339",39.9,-70.75
"340",39.9,-70.7
"341",39.9,-70.65
"342",39.9,-70.6
"343",39.9,-70.55
"344",39.9,-70.5
"345",39.9,-70.45
"346",39.9,-70.4
"347",39.9,-70.35
"348",39.9,-70.3
"349",39.9,-70.25
"350",39.9,-70.2
"351",39.9,-70.15
"352",39.9,-70.1
"353",39.9,-70.05
"354",39.9,-70
"355",39.9,-69.95
"356",39.9,-69.9
"357",39.9,-69.85
"358",39.9,-69.8
"359",39.9,-69.75
"360",39.9,-69.7
"361",39.9,-69.65
"362",39.9,-69.6
"363",39.9,-69.55
"364",39.9,-69.5
"365",39.9,-69.45
"366",39.9,-69.4
"367",39.9,-69.35
"368",39.9,-69.3
"369",39.9,-69.25
"370",39.9,-69.2
"371",39.9,-69.15
"372",39.9,-69.1
"373",39.9,-69.05
"374",39.9,-69
"375",39.9,-68.95
"376",39.9,-68.9
"377",39.9,-68.85
"378",39.9,-68.8
"379",39.9,-68.75
"380",39.9,-68.7
"381",39.9,-68.65
"382",39.9,-68.6
"383",39.9,-68.55
"384",39.9,-68.5
"385",39.9,-68.45
"386",39.9,-68.4
"387",39.9,-68.35
"388",39.9,-68.3
"389",39.9,-68.25
"390",39.9,-68.2
"391",39.9,-68.15
"392",39.9,-68.1
"393",39.9,-68.05
"394",39.9,-68
"395",39.9,-67.95
"396",39.9,-67.9
"397",39.9,-67.85
"398",39.9,-67.8
"399",39.9,-67.75
"400",39.9,-67.7
"401",39.9,-67.65
"402",39.9,-67.6
"403",39.9,-67.55
"404",39.9,-67.5
"405",39.9,-67.45
"406",39.9,-67.4
"407",39.9,-67.35
"408",39.9,-67.3
"409",39.9,-67.25
"410",39.9,-67.2
"411",39.9,-67.15
"412",39.9,-67.1
"413",39.9,-67.05
"414",39.9,-67
"415",39.9,-66.95
"416",39.9,-66.9
"417",39.9,-66.85
"418",39.9,-66.8
"419",39.9,-66.75
"420",39.9,-66.7
"421",39.9,-66.65
"422",39.9,-66.6
"423",39.9,-66.55
"424",39.9,-66.5
"425",39.9,-66.45
"426",39.9,-66.4
"427",39.9,-66.35
"428",39.9,-66.3
"429",39.9,-66.25
"430",39.9,-66.2
"431",39.9,-66.15
"432",39.9,-66.1
"433",39.9,-66.05
"434",39.9,-66
"435",39.9,-65.95
"436",39.9,-65.9
"437",39.9,-65.85
"438",39.9,-65.8
"439",39.9,-65.75
"440",39.9,-65.7
"441",39.9,-65.65
"442",39.9,-65.6
"443",39.9,-65.55
"444",39.9,-65.5
"445",39.95,-71
"446",39.95,-70.95
"447",39.95,-70.9
"448",39.95,-70.85
"449",39.95,-70.8
"450",39.95,-70.75
"451",39.95,-70.7
"452",39.95,-70.65
"453",39.95,-70.6
"454",39.95,-70.55
"455",39.95,-70.5
"456",39.95,-70.45
"457",39.95,-70.4
"458",39.95,-70.35
"459",39.95,-70.3
"460",39.95,-70.25
"461",39.95,-70.2
"462",39.95,-70.15
"463",39.95,-70.1
"464",39.95,-70.05
"465",39.95,-70
"466",39.95,-69.95
"467",39.95,-69.9
"468",39.95,-69.85
"469",39.95,-69.8
"470",39.95,-69.75
"471",39.95,-69.7
"472",39.95,-69.65
"473",39.95,-69.6
"474",39.95,-69.55
"475",39.95,-69.5
"476",39.95,-69.45
"477",39.95,-69.4
"478",39.95,-69.35
"479",39.95,-69.3
"480",39.95,-69.25
"481",39.95,-69.2
"482",39.95,-69.15
"483",39.95,-69.1
"484",39.95,-69.05
"485",39.95,-69
"486",39.95,-68.95
"487",39.95,-68.9
"488",39.95,-68.85
"489",39.95,-68.8
"490",39.95,-68.75
"491",39.95,-68.7
"492",39.95,-68.65
"493",39.95,-68.6
"494",39.95,-68.55
"495",39.95,-68.5
"496",39.95,-68.45
"497",39.95,-68.4
"498",39.95,-68.35
"499",39.95,-68.3
"500",39.95,-68.25
"501",39.95,-68.2
"502",39.95,-68.15
"503",39.95,-68.1
"504",39.95,-68.05
"505",39.95,-68
"506",39.95,-67.95
"507",39.95,-67.9
"508",39.95,-67.85
"509",39.95,-67.8
"510",39.95,-67.75
"511",39.95,-67.7
"512",39.95,-67.65
"513",39.95,-67.6
"514",39.95,-67.55
"515",39.95,-67.5
"516",39.95,-67.45
"517",39.95,-67.4
"518",39.95,-67.35
"519",39.95,-67.3
"520",39.95,-67.25
"521",39.95,-67.2
"522",39.95,-67.15
"523",39.95,-67.1
"524",39.95,-67.05
"525",39.95,-67
"526",39.95,-66.95
"527",39.95,-66.9
"528",39.95,-66.85
"529",39.95,-66.8
"530",39.95,-66.75
"531",39.95,-66.7
"532",39.95,-66.65
"533",39.95,-66.6
"534",39.95,-66.55
"535",39.95,-66.5
"536",39.95,-66.45
"537",39.95,-66.4
"538",39.95,-66.35
"539",39.95,-66.3
"540",39.95,-66.25
"541",39.95,-66.2
"542",39.95,-66.15
"543",39.95,-66.1
"544",39.95,-66.05
"545",39.95,-66
"546",39.95,-65.95
"547",39.95,-65.9
"548",39.95,-65.85
"549",39.95,-65.8
"550",39.95,-65.75
"551",39.95,-65.7
"552",39.95,-65.65
"553",39.95,-65.6
"554",39.95,-65.55
"555",39.95,-65.5
"556",40,-71
"557",40,-70.95
"558",40,-70.9
"559",40,-70.85
"560",40,-70.8
"561",40,-70.75
"562",40,-70.7
"563",40,-70.65
"564",40,-70.6
"565",40,-70.55
"566",40,-70.5
"567",40,-70.45
"568",40,-70.4
"569",40,-70.35
"570",40,-70.3
"571",40,-70.25
"572",40,-70.2
"573",40,-70.15
"574",40,-70.1
"575",40,-70.05
"576",40,-70
"577",40,-69.95
"578",40,-69.9
"579",40,-69.85
"580",40,-69.8
"581",40,-69.75
"582",40,-69.7
"583",40,-69.65
"584",40,-69.6
"585",40,-69.55
"586",40,-69.5
"587",40,-69.45
"588",40,-69.4
"589",40,-69.35
"590",40,-69.3
"591",40,-69.25
"592",40,-69.2
"593",40,-69.15
"594",40,-69.1
"595",40,-69.05
"596",40,-69
"597",40,-68.95
"598",40,-68.9
"599",40,-68.85
"600",40,-68.8
"601",40,-68.75
"602",40,-68.7
"603",40,-68.65
"604",40,-68.6
"605",40,-68.55
"606",40,-68.5
"607",40,-68.45
"608",40,-68.4
"609",40,-68.35
"610",40,-68.3
"611",40,-68.25
"612",40,-68.2
"613",40,-68.15
"614",40,-68.1
"615",40,-68.05
"616",40,-68
"617",40,-67.95
"618",40,-67.9
"619",40,-67.85
"620",40,-67.8
"621",40,-67.75
"622",40,-67.7
"623",40,-67.65
"624",40,-67.6
"625",40,-67.55
"626",40,-67.5
"627",40,-67.45
"628",40,-67.4
"629",40,-67.35
"630",40,-67.3
"631",40,-67.25
"632",40,-67.2
"633",40,-67.15
"634",40,-67.1
"635",40,-67.05
"636",40,-67
"637",40,-66.95
"638",40,-66.9
"639",40,-66.85
"640",40,-66.8
"641",40,-66.75
"642",40,-66.7
"643",40,-66.65
"644",40,-66.6
"645",40,-66.55
"646",40,-66.5
"647",40,-66.45
"648",40,-66.4
"649",40,-66.35
"650",40,-66.3
"651",40,-66.25
"652",40,-66.2
"653",40,-66.15
"654",40,-66.1
"655",40,-66.05
"656",40,-66
"657",40,-65.95
"658",40,-65.9
"659",40,-65.85
"660",40,-65.8
"661",40,-65.75
"662",40,-65.7
"663",40,-65.65
"664",40,-65.6
"665",40,-65.55
"666",40,-65.5
"667",40.05,-71
"668",40.05,-70.95
"669",40.05,-70.9
"670",40.05,-70.85
"671",40.05,-70.8
"672",40.05,-70.75
"673",40.05,-70.7
"674",40.05,-70.65
"675",40.05,-70.6
"676",40.05,-70.55
"677",40.05,-70.5
"678",40.05,-70.45
"679",40.05,-70.4
"680",40.05,-70.35
"681",40.05,-70.3
"682",40.05,-70.25
"683",40.05,-70.2
"684",40.05,-70.15
"685",40.05,-70.1
"686",40.05,-70.05
"687",40.05,-70
"688",40.05,-69.95
"689",40.05,-69.9
"690",40.05,-69.85
"691",40.05,-69.8
"692",40.05,-69.75
"693",40.05,-69.7
"694",40.05,-69.65
"695",40.05,-69.6
"696",40.05,-69.55
"697",40.05,-69.5
"698",40.05,-69.45
"699",40.05,-69.4
"700",40.05,-69.35
"701",40.05,-69.3
"702",40.05,-69.25
"703",40.05,-69.2
"704",40.05,-69.15
"705",40.05,-69.1
"706",40.05,-69.05
"707",40.05,-69
"708",40.05,-68.95
"709",40.05,-68.9
"710",40.05,-68.85
"711",40.05,-68.8
"712",40.05,-68.75
"713",40.05,-68.7
"714",40.05,-68.65
"715",40.05,-68.6
"716",40.05,-68.55
"717",40.05,-68.5
"718",40.05,-68.45
"719",40.05,-68.4
"720",40.05,-68.35
"721",40.05,-68.3
"722",40.05,-68.25
"723",40.05,-68.2
"724",40.05,-68.15
"725",40.05,-68.1
"726",40.05,-68.05
"727",40.05,-68
"728",40.05,-67.95
"729",40.05,-67.9
"730",40.05,-67.85
"731",40.05,-67.8
"732",40.05,-67.75
"733",40.05,-67.7
"734",40.05,-67.65
"735",40.05,-67.6
"736",40.05,-67.55
"737",40.05,-67.5
"738",40.05,-67.45
"739",40.05,-67.4
"740",40.05,-67.35
"741",40.05,-67.3
"742",40.05,-67.25
"743",40.05,-67.2
"744",40.05,-67.15
"745",40.05,-67.1
"746",40.05,-67.05
"747",40.05,-67
"748",40.05,-66.95
"749",40.05,-66.9
"750",40.05,-66.85
"751",40.05,-66.8
"752",40.05,-66.75
"753",40.05,-66.7
"754",40.05,-66.65
"755",40.05,-66.6
"756",40.05,-66.55
"757",40.05,-66.5
"758",40.05,-66.45
"759",40.05,-66.4
"760",40.05,-66.35
"761",40.05,-66.3
"762",40.05,-66.25
"763",40.05,-66.2
"764",40.05,-66.15
"765",40.05,-66.1
"766",40.05,-66.05
"767",40.05,-66
"768",40.05,-65.95
"769",40.05,-65.9
"770",40.05,-65.85
"771",40.05,-65.8
"772",40.05,-65.75
"773",40.05,-65.7
"774",40.05,-65.65
"775",40.05,-65.6
"776",40.05,-65.55
"777",40.05,-65.5
"778",40.1,-71
"779",40.1,-70.95
"780",40.1,-70.9
"781",40.1,-70.85
"782",40.1,-70.8
"783",40.1,-70.75
"784",40.1,-70.7
"785",40.1,-70.65
"786",40.1,-70.6
"787",40.1,-70.55
"788",40.1,-70.5
"789",40.1,-70.45
"790",40.1,-70.4
"791",40.1,-70.35
"792",40.1,-70.3
"793",40.1,-70.25
"794",40.1,-70.2
"795",40.1,-70.15
"796",40.1,-70.1
"797",40.1,-70.05
"798",40.1,-70
"799",40.1,-69.95
"800",40.1,-69.9
"801",40.1,-69.85
"802",40.1,-69.8
"803",40.1,-69.75
"804",40.1,-69.7
"805",40.1,-69.65
"806",40.1,-69.6
"807",40.1,-69.55
"808",40.1,-69.5
"809",40.1,-69.45
"810",40.1,-69.4
"811",40.1,-69.35
"812",40.1,-69.3
"813",40.1,-69.25
"814",40.1,-69.2
"815",40.1,-69.15
"816",40.1,-69.1
"817",40.1,-69.05
"818",40.1,-69
"819",40.1,-68.95
"820",40.1,-68.9
"821",40.1,-68.85
"822",40.1,-68.8
"823",40.1,-68.75
"824",40.1,-68.7
"825",40.1,-68.65
"826",40.1,-68.6
"827",40.1,-68.55
"828",40.1,-68.5
"829",40.1,-68.45
"830",40.1,-68.4
"831",40.1,-68.35
"832",40.1,-68.3
"833",40.1,-68.25
"834",40.1,-68.2
"835",40.1,-68.15
"836",40.1,-68.1
"837",40.1,-68.05
"838",40.1,-68
"839",40.1,-67.95
"840",40.1,-67.9
"841",40.1,-67.85
"842",40.1,-67.8
"843",40.1,-67.75
"844",40.1,-67.7
"845",40.1,-67.65
"846",40.1,-67.6
"847",40.1,-67.55
"848",40.1,-67.5
"849",40.1,-67.45
"850",40.1,-67.4
"851",40.1,-67.35
"852",40.1,-67.3
"853",40.1,-67.25
"854",40.1,-67.2
"855",40.1,-67.15
"856",40.1,-67.1
"857",40.1,-67.05
"858",40.1,-67
"859",40.1,-66.95
"860",40.1,-66.9
"861",40.1,-66.85
"862",40.1,-66.8
"863",40.1,-66.75
"864",40.1,-66.7
"865",40.1,-66.65
"866",40.1,-66.6
"867",40.1,-66.55
"868",40.1,-66.5
"869",40.1,-66.45
"870",40.1,-66.4
"871",40.1,-66.35
"872",40.1,-66.3
"873",40.1,-66.25
"874",40.1,-66.2
"875",40.1,-66.15
"876",40.1,-66.1
"877",40.1,-66.05
"878",40.1,-66
"879",40.1,-65.95
"880",40.1,-65.9
"881",40.1,-65.85
"882",40.1,-65.8
"883",40.1,-65.75
"884",40.1,-65.7
"885",40.1,-65.65
"886",40.1,-65.6
"887",40.1,-65.55
"888",40.1,-65.5
"889",40.15,-71
"890",40.15,-70.95
"891",40.15,-70.9
"892",40.15,-70.85
"893",40.15,-70.8
"894",40.15,-70.75
"895",40.15,-70.7
"896",40.15,-70.65
"897",40.15,-70.6
"898",40.15,-70.55
"899",40.15,-70.5
"900",40.15,-70.45
"901",40.15,-70.4
"902",40.15,-70.35
"903",40.15,-70.3
"904",40.15,-70.25
"905",40.15,-70.2
"906",40.15,-70.15
"907",40.15,-70.1
"908",40.15,-70.05
"909",40.15,-70
"910",40.15,-69.95
"911",40.15,-69.9
"912",40.15,-69.85
"913",40.15,-69.8
"914",40.15,-69.75
"915",40.15,-69.7
"916",40.15,-69.65
"917",40.15,-69.6
"918",40.15,-69.55
"919",40.15,-69.5
"920",40.15,-69.45
"921",40.15,-69.4
"922",40.15,-69.35
"923",40.15,-69.3
"924",40.15,-69.25
"925",40.15,-69.2
"926",40.15,-69.15
"927",40.15,-69.1
"928",40.15,-69.05
"929",40.15,-69
"930",40.15,-68.95
"931",40.15,-68.9
"932",40.15,-68.85
"933",40.15,-68.8
"934",40.15,-68.75
"935",40.15,-68.7
"936",40.15,-68.65
"937",40.15,-68.6
"938",40.15,-68.55
"939",40.15,-68.5
"940",40.15,-68.45
"941",40.15,-68.4
"942",40.15,-68.35
"943",40.15,-68.3
"944",40.15,-68.25
"945",40.15,-68.2
"946",40.15,-68.15
"947",40.15,-68.1
"948",40.15,-68.05
"949",40.15,-68
"950",40.15,-67.95
"951",40.15,-67.9
"952",40.15,-67.85
"953",40.15,-67.8
"954",40.15,-67.75
"955",40.15,-67.7
"956",40.15,-67.65
"957",40.15,-67.6
"958",40.15,-67.55
"959",40.15,-67.5
"960",40.15,-67.45
"961",40.15,-67.4
"962",40.15,-67.35
"963",40.15,-67.3
"964",40.15,-67.25
"965",40.15,-67.2
"966",40.15,-67.15
"967",40.15,-67.1
"968",40.15,-67.05
"969",40.15,-67
"970",40.15,-66.95
"971",40.15,-66.9
"972",40.15,-66.85
"973",40.15,-66.8
"974",40.15,-66.75
"975",40.15,-66.7
"976",40.15,-66.65
"977",40.15,-66.6
"978",40.15,-66.55
"979",40.15,-66.5
"980",40.15,-66.45
"981",40.15,-66.4
"982",40.15,-66.35
"983",40.15,-66.3
"984",40.15,-66.25
"985",40.15,-66.2
"986",40.15,-66.15
"987",40.15,-66.1
"988",40.15,-66.05
"989",40.15,-66
"990",40.15,-65.95
"991",40.15,-65.9
"992",40.15,-65.85
"993",40.15,-65.8
"994",40.15,-65.75
"995",40.15,-65.7
"996",40.15,-65.65
"997",40.15,-65.6
"998",40.15,-65.55
"999",40.15,-65.5
"1000",40.2,-71
"1001",40.2,-70.95
"1002",40.2,-70.9
"1003",40.2,-70.85
"1004",40.2,-70.8
"1005",40.2,-70.75
"1006",40.2,-70.7
"1007",40.2,-70.65
"1008",40.2,-70.6
"1009",40.2,-70.55
"1010",40.2,-70.5
"1011",40.2,-70.45
"1012",40.2,-70.4
"1013",40.2,-70.35
"1014",40.2,-70.3
"1015",40.2,-70.25
"1016",40.2,-70.2
"1017",40.2,-70.15
"1018",40.2,-70.1
"1019",40.2,-70.05
"1020",40.2,-70
"1021",40.2,-69.95
"1022",40.2,-69.9
"1023",40.2,-69.85
"1024",40.2,-69.8
"1025",40.2,-69.75
"1026",40.2,-69.7
"1027",40.2,-69.65
"1028",40.2,-69.6
"1029",40.2,-69.55
"1030",40.2,-69.5
"1031",40.2,-69.45
"1032",40.2,-69.4
"1033",40.2,-69.35
"1034",40.2,-69.3
"1035",40.2,-69.25
"1036",40.2,-69.2
"1037",40.2,-69.15
"1038",40.2,-69.1
"1039",40.2,-69.05
"1040",40.2,-69
"1041",40.2,-68.95
"1042",40.2,-68.9
"1043",40.2,-68.85
"1044",40.2,-68.8
"1045",40.2,-68.75
"1046",40.2,-68.7
"1047",40.2,-68.65
"1048",40.2,-68.6
"1049",40.2,-68.55
"1050",40.2,-68.5
"1051",40.2,-68.45
"1052",40.2,-68.4
"1053",40.2,-68.35
"1054",40.2,-68.3
"1055",40.2,-68.25
"1056",40.2,-68.2
"1057",40.2,-68.15
"1058",40.2,-68.1
"1059",40.2,-68.05
"1060",40.2,-68
"1061",40.2,-67.95
"1062",40.2,-67.9
"1063",40.2,-67.85
"1064",40.2,-67.8
"1065",40.2,-67.75
"1066",40.2,-67.7
"1067",40.2,-67.65
"1068",40.2,-67.6
"1069",40.2,-67.55
"1070",40.2,-67.5
"1071",40.2,-67.45
"1072",40.2,-67.4
"1073",40.2,-67.35
"1074",40.2,-67.3
"1075",40.2,-67.25
"1076",40.2,-67.2
"1077",40.2,-67.15
"1078",40.2,-67.1
"1079",40.2,-67.05
"1080",40.2,-67
"1081",40.2,-66.95
"1082",40.2,-66.9
"1083",40.2,-66.85
"1084",40.2,-66.8
"1085",40.2,-66.75
"1086",40.2,-66.7
"1087",40.2,-66.65
"1088",40.2,-66.6
"1089",40.2,-66.55
"1090",40.2,-66.5
"1091",40.2,-66.45
"1092",40.2,-66.4
"1093",40.2,-66.35
"1094",40.2,-66.3
"1095",40.2,-66.25
"1096",40.2,-66.2
"1097",40.2,-66.15
"1098",40.2,-66.1
"1099",40.2,-66.05
"1100",40.2,-66
"1101",40.2,-65.95
"1102",40.2,-65.9
"1103",40.2,-65.85
"1104",40.2,-65.8
"1105",40.2,-65.75
"1106",40.2,-65.7
"1107",40.2,-65.65
"1108",40.2,-65.6
"1109",40.2,-65.55
"1110",40.2,-65.5
"1111",40.25,-71
"1112",40.25,-70.95
"1113",40.25,-70.9
"1114",40.25,-70.85
"1115",40.25,-70.8
"1116",40.25,-70.75
"1117",40.25,-70.7
"1118",40.25,-70.65
"1119",40.25,-70.6
"1120",40.25,-70.55
"1121",40.25,-70.5
"1122",40.25,-70.45
"1123",40.25,-70.4
"1124",40.25,-70.35
"1125",40.25,-70.3
"1126",40.25,-70.25
"1127",40.25,-70.2
"1128",40.25,-70.15
"1129",40.25,-70.1
"1130",40.25,-70.05
"1131",40.25,-70
"1132",40.25,-69.95
"1133",40.25,-69.9
"1134",40.25,-69.85
"1135",40.25,-69.8
"1136",40.25,-69.75
"1137",40.25,-69.7
"1138",40.25,-69.65
"1139",40.25,-69.6
"1140",40.25,-69.55
"1141",40.25,-69.5
"1142",40.25,-69.45
"1143",40.25,-69.4
"1144",40.25,-69.35
"1145",40.25,-69.3
"1146",40.25,-69.25
"1147",40.25,-69.2
"1148",40.25,-69.15
"1149",40.25,-69.1
"1150",40.25,-69.05
"1151",40.25,-69
"1152",40.25,-68.95
"1153",40.25,-68.9
"1154",40.25,-68.85
"1155",40.25,-68.8
"1156",40.25,-68.75
"1157",40.25,-68.7
"1158",40.25,-68.65
"1159",40.25,-68.6
"1160",40.25,-68.55
"1161",40.25,-68.5
"1162",40.25,-68.45
"1163",40.25,-68.4
"1164",40.25,-68.35
"1165",40.25,-68.3
"1166",40.25,-68.25
"1167",40.25,-68.2
"1168",40.25,-68.15
"1169",40.25,-68.1
"1170",40.25,-68.05
"1171",40.25,-68
"1172",40.25,-67.95
"1173",40.25,-67.9
"1174",40.25,-67.85
"1175",40.25,-67.8
"1176",40.25,-67.75
"1177",40.25,-67.7
"1178",40.25,-67.65
"1179",40.25,-67.6
"1180",40.25,-67.55
