"","V1","V2"
"2875",41,-66.05
"2876",41,-66
"2877",41,-65.95
"2878",41,-65.9
"2879",41,-65.85
"2880",41,-65.8
"2881",41,-65.75
"2882",41,-65.7
"2883",41,-65.65
"2884",41,-65.6
"2885",41,-65.55
"2886",41,-65.5
"2887",41.05,-71
"2888",41.05,-70.95
"2889",41.05,-70.9
"2890",41.05,-70.85
"2891",41.05,-70.8
"2892",41.05,-70.75
"2893",41.05,-70.7
"2894",41.05,-70.65
"2895",41.05,-70.6
"2896",41.05,-70.55
"2897",41.05,-70.5
"2898",41.05,-70.45
"2899",41.05,-70.4
"2900",41.05,-70.35
"2901",41.05,-70.3
"2902",41.05,-70.25
"2903",41.05,-70.2
"2904",41.05,-70.15
"2905",41.05,-70.1
"2906",41.05,-70.05
"2907",41.05,-70
"2908",41.05,-69.95
"2909",41.05,-69.9
"2910",41.05,-69.85
"2911",41.05,-69.8
"2912",41.05,-69.75
"2913",41.05,-69.7
"2914",41.05,-69.65
"2915",41.05,-69.6
"2916",41.05,-69.55
"2917",41.05,-69.5
"2918",41.05,-69.45
"2919",41.05,-69.4
"2920",41.05,-69.35
"2921",41.05,-69.3
"2922",41.05,-69.25
"2923",41.05,-69.2
"2924",41.05,-69.15
"2925",41.05,-69.1
"2926",41.05,-69.05
"2927",41.05,-69
"2928",41.05,-68.95
"2929",41.05,-68.9
"2930",41.05,-68.85
"2931",41.05,-68.8
"2932",41.05,-68.75
"2933",41.05,-68.7
"2934",41.05,-68.65
"2935",41.05,-68.6
"2936",41.05,-68.55
"2937",41.05,-68.5
"2938",41.05,-68.45
"2939",41.05,-68.4
"2940",41.05,-68.35
"2941",41.05,-68.3
"2942",41.05,-68.25
"2943",41.05,-68.2
"2944",41.05,-68.15
"2945",41.05,-68.1
"2946",41.05,-68.05
"2947",41.05,-68
"2948",41.05,-67.95
"2949",41.05,-67.9
"2950",41.05,-67.85
"2951",41.05,-67.8
"2952",41.05,-67.75
"2953",41.05,-67.7
"2954",41.05,-67.65
"2955",41.05,-67.6
"2956",41.05,-67.55
"2957",41.05,-67.5
"2958",41.05,-67.45
"2959",41.05,-67.4
"2960",41.05,-67.35
"2961",41.05,-67.3
"2962",41.05,-67.25
"2963",41.05,-67.2
"2964",41.05,-67.15
"2965",41.05,-67.1
"2966",41.05,-67.05
"2967",41.05,-67
"2968",41.05,-66.95
"2969",41.05,-66.9
"2970",41.05,-66.85
"2971",41.05,-66.8
"2972",41.05,-66.75
"2973",41.05,-66.7
"2974",41.05,-66.65
"2975",41.05,-66.6
"2976",41.05,-66.55
"2977",41.05,-66.5
"2978",41.05,-66.45
"2979",41.05,-66.4
"2980",41.05,-66.35
"2981",41.05,-66.3
"2982",41.05,-66.25
"2983",41.05,-66.2
"2984",41.05,-66.15
"2985",41.05,-66.1
"2986",41.05,-66.05
"2987",41.05,-66
"2988",41.05,-65.95
"2989",41.05,-65.9
"2990",41.05,-65.85
"2991",41.05,-65.8
"2992",41.05,-65.75
"2993",41.05,-65.7
"2994",41.05,-65.65
"2995",41.05,-65.6
"2996",41.05,-65.55
"2997",41.05,-65.5
"2998",41.1,-71
"2999",41.1,-70.95
"3000",41.1,-70.9
"3001",41.1,-70.85
"3002",41.1,-70.8
"3003",41.1,-70.75
"3004",41.1,-70.7
"3005",41.1,-70.65
"3006",41.1,-70.6
"3007",41.1,-70.55
"3008",41.1,-70.5
"3009",41.1,-70.45
"3010",41.1,-70.4
"3011",41.1,-70.35
"3012",41.1,-70.3
"3013",41.1,-70.25
"3014",41.1,-70.2
"3015",41.1,-70.15
"3016",41.1,-70.1
"3017",41.1,-70.05
"3018",41.1,-70
"3019",41.1,-69.95
"3020",41.1,-69.9
"3021",41.1,-69.85
"3022",41.1,-69.8
"3023",41.1,-69.75
"3024",41.1,-69.7
"3025",41.1,-69.65
"3026",41.1,-69.6
"3027",41.1,-69.55
"3028",41.1,-69.5
"3029",41.1,-69.45
"3030",41.1,-69.4
"3031",41.1,-69.35
"3032",41.1,-69.3
"3033",41.1,-69.25
"3034",41.1,-69.2
"3035",41.1,-69.15
"3036",41.1,-69.1
"3037",41.1,-69.05
"3038",41.1,-69
"3039",41.1,-68.95
"3040",41.1,-68.9
"3041",41.1,-68.85
"3042",41.1,-68.8
"3043",41.1,-68.75
"3044",41.1,-68.7
"3045",41.1,-68.65
"3046",41.1,-68.6
"3047",41.1,-68.55
"3048",41.1,-68.5
"3049",41.1,-68.45
"3050",41.1,-68.4
"3051",41.1,-68.35
"3052",41.1,-68.3
"3053",41.1,-68.25
"3054",41.1,-68.2
"3055",41.1,-68.15
"3056",41.1,-68.1
"3057",41.1,-68.05
"3058",41.1,-68
"3059",41.1,-67.95
"3060",41.1,-67.9
"3061",41.1,-67.85
"3062",41.1,-67.8
"3063",41.1,-67.75
"3064",41.1,-67.7
"3065",41.1,-67.65
"3066",41.1,-67.6
"3067",41.1,-67.55
"3068",41.1,-67.5
"3069",41.1,-67.45
"3070",41.1,-67.4
"3071",41.1,-67.35
"3072",41.1,-67.3
"3073",41.1,-67.25
"3074",41.1,-67.2
"3075",41.1,-67.15
"3076",41.1,-67.1
"3077",41.1,-67.05
"3078",41.1,-67
"3079",41.1,-66.95
"3080",41.1,-66.9
"3081",41.1,-66.85
"3082",41.1,-66.8
"3083",41.1,-66.75
"3084",41.1,-66.7
"3085",41.1,-66.65
"3086",41.1,-66.6
"3087",41.1,-66.55
"3088",41.1,-66.5
"3089",41.1,-66.45
"3090",41.1,-66.4
"3091",41.1,-66.35
"3092",41.1,-66.3
"3093",41.1,-66.25
"3094",41.1,-66.2
"3095",41.1,-66.15
"3096",41.1,-66.1
"3097",41.1,-66.05
"3098",41.1,-66
"3099",41.1,-65.95
"3100",41.1,-65.9
"3101",41.1,-65.85
"3102",41.1,-65.8
"3103",41.1,-65.75
"3104",41.1,-65.7
"3105",41.1,-65.65
"3106",41.1,-65.6
"3107",41.1,-65.55
"3108",41.1,-65.5
"3109",41.15,-71
"3110",41.15,-70.95
"3111",41.15,-70.9
"3112",41.15,-70.85
"3113",41.15,-70.8
"3114",41.15,-70.75
"3115",41.15,-70.7
"3116",41.15,-70.65
"3117",41.15,-70.6
"3118",41.15,-70.55
"3119",41.15,-70.5
"3120",41.15,-70.45
"3121",41.15,-70.4
"3122",41.15,-70.35
"3123",41.15,-70.3
"3124",41.15,-70.25
"3125",41.15,-70.2
"3126",41.15,-70.15
"3127",41.15,-70.1
"3128",41.15,-70.05
"3129",41.15,-70
"3130",41.15,-69.95
"3131",41.15,-69.9
"3132",41.15,-69.85
"3133",41.15,-69.8
"3134",41.15,-69.75
"3135",41.15,-69.7
"3136",41.15,-69.65
"3137",41.15,-69.6
"3138",41.15,-69.55
"3139",41.15,-69.5
"3140",41.15,-69.45
"3141",41.15,-69.4
"3142",41.15,-69.35
"3143",41.15,-69.3
"3144",41.15,-69.25
"3145",41.15,-69.2
"3146",41.15,-69.15
"3147",41.15,-69.1
"3148",41.15,-69.05
"3149",41.15,-69
"3150",41.15,-68.95
"3151",41.15,-68.9
"3152",41.15,-68.85
"3153",41.15,-68.8
"3154",41.15,-68.75
"3155",41.15,-68.7
"3156",41.15,-68.65
"3157",41.15,-68.6
"3158",41.15,-68.55
"3159",41.15,-68.5
"3160",41.15,-68.45
"3161",41.15,-68.4
"3162",41.15,-68.35
"3163",41.15,-68.3
"3164",41.15,-68.25
"3165",41.15,-68.2
"3166",41.15,-68.15
"3167",41.15,-68.1
"3168",41.15,-68.05
"3169",41.15,-68
"3170",41.15,-67.95
"3171",41.15,-67.9
"3172",41.15,-67.85
"3173",41.15,-67.8
"3174",41.15,-67.75
"3175",41.15,-67.7
"3176",41.15,-67.65
"3177",41.15,-67.6
"3178",41.15,-67.55
"3179",41.15,-67.5
"3180",41.15,-67.45
"3181",41.15,-67.4
"3182",41.15,-67.35
"3183",41.15,-67.3
"3184",41.15,-67.25
"3185",41.15,-67.2
"3186",41.15,-67.15
"3187",41.15,-67.1
"3188",41.15,-67.05
"3189",41.15,-67
"3190",41.15,-66.95
"3191",41.15,-66.9
"3192",41.15,-66.85
"3193",41.15,-66.8
"3194",41.15,-66.75
"3195",41.15,-66.7
"3196",41.15,-66.65
"3197",41.15,-66.6
"3198",41.15,-66.55
"3199",41.15,-66.5
"3200",41.15,-66.45
"3201",41.15,-66.4
"3202",41.15,-66.35
"3203",41.15,-66.3
"3204",41.15,-66.25
"3205",41.15,-66.2
"3206",41.15,-66.15
"3207",41.15,-66.1
"3208",41.15,-66.05
"3209",41.15,-66
"3210",41.15,-65.95
"3211",41.15,-65.9
"3212",41.15,-65.85
"3213",41.15,-65.8
"3214",41.15,-65.75
"3215",41.15,-65.7
"3216",41.15,-65.65
"3217",41.15,-65.6
"3218",41.15,-65.55
"3219",41.15,-65.5
"3220",41.2,-71
"3221",41.2,-70.95
"3222",41.2,-70.9
"3223",41.2,-70.85
"3224",41.2,-70.8
"3225",41.2,-70.75
"3226",41.2,-70.7
"3227",41.2,-70.65
"3228",41.2,-70.6
"3229",41.2,-70.55
"3230",41.2,-70.5
"3231",41.2,-70.45
"3232",41.2,-70.4
"3233",41.2,-70.35
"3234",41.2,-70.3
"3235",41.2,-70.25
"3236",41.2,-70.2
"3237",41.2,-70.15
"3238",41.2,-70.1
"3239",41.2,-70.05
"3240",41.2,-70
"3241",41.2,-69.95
"3242",41.2,-69.9
"3243",41.2,-69.85
"3244",41.2,-69.8
"3245",41.2,-69.75
"3246",41.2,-69.7
"3247",41.2,-69.65
"3248",41.2,-69.6
"3249",41.2,-69.55
"3250",41.2,-69.5
"3251",41.2,-69.45
"3252",41.2,-69.4
"3253",41.2,-69.35
"3254",41.2,-69.3
"3255",41.2,-69.25
"3256",41.2,-69.2
"3257",41.2,-69.15
"3258",41.2,-69.1
"3259",41.2,-69.05
"3260",41.2,-69
"3261",41.2,-68.95
"3262",41.2,-68.9
"3263",41.2,-68.85
"3264",41.2,-68.8
"3265",41.2,-68.75
"3266",41.2,-68.7
"3267",41.2,-68.65
"3268",41.2,-68.6
"3269",41.2,-68.55
"3270",41.2,-68.5
"3271",41.2,-68.45
"3272",41.2,-68.4
"3273",41.2,-68.35
"3274",41.2,-68.3
"3275",41.2,-68.25
"3276",41.2,-68.2
"3277",41.2,-68.15
"3278",41.2,-68.1
"3279",41.2,-68.05
"3280",41.2,-68
"3281",41.2,-67.95
"3282",41.2,-67.9
"3283",41.2,-67.85
"3284",41.2,-67.8
"3285",41.2,-67.75
"3286",41.2,-67.7
"3287",41.2,-67.65
"3288",41.2,-67.6
"3289",41.2,-67.55
"3290",41.2,-67.5
"3291",41.2,-67.45
"3292",41.2,-67.4
"3293",41.2,-67.35
"3294",41.2,-67.3
"3295",41.2,-67.25
"3296",41.2,-67.2
"3297",41.2,-67.15
"3298",41.2,-67.1
"3299",41.2,-67.05
"3300",41.2,-67
"3301",41.2,-66.95
"3302",41.2,-66.9
"3303",41.2,-66.85
"3304",41.2,-66.8
"3305",41.2,-66.75
"3306",41.2,-66.7
"3307",41.2,-66.65
"3308",41.2,-66.6
"3309",41.2,-66.55
"3310",41.2,-66.5
"3311",41.2,-66.45
"3312",41.2,-66.4
"3313",41.2,-66.35
"3314",41.2,-66.3
"3315",41.2,-66.25
"3316",41.2,-66.2
"3317",41.2,-66.15
"3318",41.2,-66.1
"3319",41.2,-66.05
"3320",41.2,-66
"3321",41.2,-65.95
"3322",41.2,-65.9
"3323",41.2,-65.85
"3324",41.2,-65.8
"3325",41.2,-65.75
"3326",41.2,-65.7
"3327",41.2,-65.65
"3328",41.2,-65.6
"3329",41.2,-65.55
"3330",41.2,-65.5
"3331",41.25,-71
"3332",41.25,-70.95
"3333",41.25,-70.9
"3334",41.25,-70.85
"3335",41.25,-70.8
"3336",41.25,-70.75
"3337",41.25,-70.7
"3338",41.25,-70.65
"3339",41.25,-70.6
"3340",41.25,-70.55
"3341",41.25,-70.5
"3342",41.25,-70.45
"3343",41.25,-70.4
"3344",41.25,-70.35
"3345",41.25,-70.3
"3346",41.25,-70.25
"3347",41.25,-70.2
"3348",41.25,-70.15
"3349",41.25,-70.1
"3350",41.25,-70.05
"3351",41.25,-70
"3352",41.25,-69.95
"3353",41.25,-69.9
"3354",41.25,-69.85
"3355",41.25,-69.8
"3356",41.25,-69.75
"3357",41.25,-69.7
"3358",41.25,-69.65
"3359",41.25,-69.6
"3360",41.25,-69.55
"3361",41.25,-69.5
"3362",41.25,-69.45
"3363",41.25,-69.4
"3364",41.25,-69.35
"3365",41.25,-69.3
"3366",41.25,-69.25
"3367",41.25,-69.2
"3368",41.25,-69.15
"3369",41.25,-69.1
"3370",41.25,-69.05
"3371",41.25,-69
"3372",41.25,-68.95
"3373",41.25,-68.9
"3374",41.25,-68.85
"3375",41.25,-68.8
"3376",41.25,-68.75
"3377",41.25,-68.7
"3378",41.25,-68.65
"3379",41.25,-68.6
"3380",41.25,-68.55
"3381",41.25,-68.5
"3382",41.25,-68.45
"3383",41.25,-68.4
"3384",41.25,-68.35
"3385",41.25,-68.3
"3386",41.25,-68.25
"3387",41.25,-68.2
"3388",41.25,-68.15
"3389",41.25,-68.1
"3390",41.25,-68.05
"3391",41.25,-68
"3392",41.25,-67.95
"3393",41.25,-67.9
"3394",41.25,-67.85
"3395",41.25,-67.8
"3396",41.25,-67.75
"3397",41.25,-67.7
"3398",41.25,-67.65
"3399",41.25,-67.6
"3400",41.25,-67.55
"3401",41.25,-67.5
"3402",41.25,-67.45
"3403",41.25,-67.4
"3404",41.25,-67.35
"3405",41.25,-67.3
"3406",41.25,-67.25
"3407",41.25,-67.2
"3408",41.25,-67.15
"3409",41.25,-67.1
"3410",41.25,-67.05
"3411",41.25,-67
"3412",41.25,-66.95
"3413",41.25,-66.9
"3414",41.25,-66.85
"3415",41.25,-66.8
"3416",41.25,-66.75
"3417",41.25,-66.7
"3418",41.25,-66.65
"3419",41.25,-66.6
"3420",41.25,-66.55
"3421",41.25,-66.5
"3422",41.25,-66.45
"3423",41.25,-66.4
"3424",41.25,-66.35
"3425",41.25,-66.3
"3426",41.25,-66.25
"3427",41.25,-66.2
"3428",41.25,-66.15
"3429",41.25,-66.1
"3430",41.25,-66.05
"3431",41.25,-66
"3432",41.25,-65.95
"3433",41.25,-65.9
"3434",41.25,-65.85
"3435",41.25,-65.8
"3436",41.25,-65.75
"3437",41.25,-65.7
"3438",41.25,-65.65
"3439",41.25,-65.6
"3440",41.25,-65.55
"3441",41.25,-65.5
"3442",41.3,-71
"3443",41.3,-70.95
"3444",41.3,-70.9
"3445",41.3,-70.85
"3446",41.3,-70.8
"3447",41.3,-70.75
"3448",41.3,-70.7
"3449",41.3,-70.65
"3450",41.3,-70.6
"3451",41.3,-70.55
"3452",41.3,-70.5
"3453",41.3,-70.45
"3454",41.3,-70.4
"3455",41.3,-70.35
"3456",41.3,-70.3
"3457",41.3,-70.25
"3458",41.3,-70.2
"3459",41.3,-70.15
"3460",41.3,-70.1
"3461",41.3,-70.05
"3462",41.3,-70
"3463",41.3,-69.95
"3464",41.3,-69.9
"3465",41.3,-69.85
"3466",41.3,-69.8
"3467",41.3,-69.75
"3468",41.3,-69.7
"3469",41.3,-69.65
"3470",41.3,-69.6
"3471",41.3,-69.55
"3472",41.3,-69.5
"3473",41.3,-69.45
"3474",41.3,-69.4
"3475",41.3,-69.35
"3476",41.3,-69.3
"3477",41.3,-69.25
"3478",41.3,-69.2
"3479",41.3,-69.15
"3480",41.3,-69.1
"3481",41.3,-69.05
"3482",41.3,-69
"3483",41.3,-68.95
"3484",41.3,-68.9
"3485",41.3,-68.85
"3486",41.3,-68.8
"3487",41.3,-68.75
"3488",41.3,-68.7
"3489",41.3,-68.65
"3490",41.3,-68.6
"3491",41.3,-68.55
"3492",41.3,-68.5
"3493",41.3,-68.45
"3494",41.3,-68.4
"3495",41.3,-68.35
"3496",41.3,-68.3
"3497",41.3,-68.25
"3498",41.3,-68.2
"3499",41.3,-68.15
"3500",41.3,-68.1
"3501",41.3,-68.05
"3502",41.3,-68
"3503",41.3,-67.95
"3504",41.3,-67.9
"3505",41.3,-67.85
"3506",41.3,-67.8
"3507",41.3,-67.75
"3508",41.3,-67.7
"3509",41.3,-67.65
"3510",41.3,-67.6
"3511",41.3,-67.55
"3512",41.3,-67.5
"3513",41.3,-67.45
"3514",41.3,-67.4
"3515",41.3,-67.35
"3516",41.3,-67.3
"3517",41.3,-67.25
"3518",41.3,-67.2
"3519",41.3,-67.15
"3520",41.3,-67.1
"3521",41.3,-67.05
"3522",41.3,-67
"3523",41.3,-66.95
"3524",41.3,-66.9
"3525",41.3,-66.85
"3526",41.3,-66.8
"3527",41.3,-66.75
"3528",41.3,-66.7
"3529",41.3,-66.65
"3530",41.3,-66.6
"3531",41.3,-66.55
"3532",41.3,-66.5
"3533",41.3,-66.45
"3534",41.3,-66.4
"3535",41.3,-66.35
"3536",41.3,-66.3
"3537",41.3,-66.25
"3538",41.3,-66.2
"3539",41.3,-66.15
"3540",41.3,-66.1
"3541",41.3,-66.05
"3542",41.3,-66
"3543",41.3,-65.95
"3544",41.3,-65.9
"3545",41.3,-65.85
"3546",41.3,-65.8
"3547",41.3,-65.75
"3548",41.3,-65.7
"3549",41.3,-65.65
"3550",41.3,-65.6
"3551",41.3,-65.55
"3552",41.3,-65.5
"3553",41.35,-71
"3554",41.35,-70.95
"3555",41.35,-70.9
"3556",41.35,-70.85
"3557",41.35,-70.8
"3558",41.35,-70.75
"3559",41.35,-70.7
"3560",41.35,-70.65
"3561",41.35,-70.6
"3562",41.35,-70.55
"3563",41.35,-70.5
"3564",41.35,-70.45
"3565",41.35,-70.4
"3566",41.35,-70.35
"3567",41.35,-70.3
"3568",41.35,-70.25
"3569",41.35,-70.2
"3570",41.35,-70.15
"3571",41.35,-70.1
"3572",41.35,-70.05
"3573",41.35,-70
"3574",41.35,-69.95
"3575",41.35,-69.9
"3576",41.35,-69.85
"3577",41.35,-69.8
"3578",41.35,-69.75
"3579",41.35,-69.7
"3580",41.35,-69.65
"3581",41.35,-69.6
"3582",41.35,-69.55
"3583",41.35,-69.5
"3584",41.35,-69.45
"3585",41.35,-69.4
"3586",41.35,-69.35
"3587",41.35,-69.3
"3588",41.35,-69.25
"3589",41.35,-69.2
"3590",41.35,-69.15
"3591",41.35,-69.1
"3592",41.35,-69.05
"3593",41.35,-69
"3594",41.35,-68.95
"3595",41.35,-68.9
"3596",41.35,-68.85
"3597",41.35,-68.8
"3598",41.35,-68.75
"3599",41.35,-68.7
"3600",41.35,-68.65
"3601",41.35,-68.6
"3602",41.35,-68.55
"3603",41.35,-68.5
"3604",41.35,-68.45
"3605",41.35,-68.4
"3606",41.35,-68.35
"3607",41.35,-68.3
"3608",41.35,-68.25
"3609",41.35,-68.2
"3610",41.35,-68.15
"3611",41.35,-68.1
"3612",41.35,-68.05
"3613",41.35,-68
"3614",41.35,-67.95
"3615",41.35,-67.9
"3616",41.35,-67.85
"3617",41.35,-67.8
"3618",41.35,-67.75
"3619",41.35,-67.7
"3620",41.35,-67.65
"3621",41.35,-67.6
"3622",41.35,-67.55
"3623",41.35,-67.5
"3624",41.35,-67.45
"3625",41.35,-67.4
"3626",41.35,-67.35
"3627",41.35,-67.3
"3628",41.35,-67.25
"3629",41.35,-67.2
"3630",41.35,-67.15
"3631",41.35,-67.1
"3632",41.35,-67.05
"3633",41.35,-67
"3634",41.35,-66.95
"3635",41.35,-66.9
"3636",41.35,-66.85
"3637",41.35,-66.8
"3638",41.35,-66.75
"3639",41.35,-66.7
"3640",41.35,-66.65
"3641",41.35,-66.6
"3642",41.35,-66.55
"3643",41.35,-66.5
"3644",41.35,-66.45
"3645",41.35,-66.4
"3646",41.35,-66.35
"3647",41.35,-66.3
"3648",41.35,-66.25
"3649",41.35,-66.2
"3650",41.35,-66.15
"3651",41.35,-66.1
"3652",41.35,-66.05
"3653",41.35,-66
"3654",41.35,-65.95
"3655",41.35,-65.9
"3656",41.35,-65.85
"3657",41.35,-65.8
"3658",41.35,-65.75
"3659",41.35,-65.7
"3660",41.35,-65.65
"3661",41.35,-65.6
"3662",41.35,-65.55
"3663",41.35,-65.5
"3664",41.4,-71
"3665",41.4,-70.95
"3666",41.4,-70.9
"3667",41.4,-70.85
"3668",41.4,-70.8
"3669",41.4,-70.75
"3670",41.4,-70.7
"3671",41.4,-70.65
"3672",41.4,-70.6
"3673",41.4,-70.55
"3674",41.4,-70.5
"3675",41.4,-70.45
"3676",41.4,-70.4
"3677",41.4,-70.35
"3678",41.4,-70.3
"3679",41.4,-70.25
"3680",41.4,-70.2
"3681",41.4,-70.15
"3682",41.4,-70.1
"3683",41.4,-70.05
"3684",41.4,-70
"3685",41.4,-69.95
"3686",41.4,-69.9
"3687",41.4,-69.85
"3688",41.4,-69.8
"3689",41.4,-69.75
"3690",41.4,-69.7
"3691",41.4,-69.65
"3692",41.4,-69.6
"3693",41.4,-69.55
"3694",41.4,-69.5
"3695",41.4,-69.45
"3696",41.4,-69.4
"3697",41.4,-69.35
"3698",41.4,-69.3
"3699",41.4,-69.25
"3700",41.4,-69.2
"3701",41.4,-69.15
"3702",41.4,-69.1
"3703",41.4,-69.05
"3704",41.4,-69
"3705",41.4,-68.95
"3706",41.4,-68.9
"3707",41.4,-68.85
"3708",41.4,-68.8
"3709",41.4,-68.75
"3710",41.4,-68.7
"3711",41.4,-68.65
"3712",41.4,-68.6
"3713",41.4,-68.55
"3714",41.4,-68.5
"3715",41.4,-68.45
"3716",41.4,-68.4
"3717",41.4,-68.35
"3718",41.4,-68.3
"3719",41.4,-68.25
"3720",41.4,-68.2
"3721",41.4,-68.15
"3722",41.4,-68.1
"3723",41.4,-68.05
"3724",41.4,-68
"3725",41.4,-67.95
"3726",41.4,-67.9
"3727",41.4,-67.85
"3728",41.4,-67.8
"3729",41.4,-67.75
"3730",41.4,-67.7
"3731",41.4,-67.65
"3732",41.4,-67.6
"3733",41.4,-67.55
"3734",41.4,-67.5
"3735",41.4,-67.45
"3736",41.4,-67.4
"3737",41.4,-67.35
"3738",41.4,-67.3
"3739",41.4,-67.25
"3740",41.4,-67.2
"3741",41.4,-67.15
"3742",41.4,-67.1
"3743",41.4,-67.05
"3744",41.4,-67
"3745",41.4,-66.95
"3746",41.4,-66.9
"3747",41.4,-66.85
"3748",41.4,-66.8
"3749",41.4,-66.75
"3750",41.4,-66.7
"3751",41.4,-66.65
"3752",41.4,-66.6
"3753",41.4,-66.55
"3754",41.4,-66.5
"3755",41.4,-66.45
"3756",41.4,-66.4
"3757",41.4,-66.35
"3758",41.4,-66.3
"3759",41.4,-66.25
"3760",41.4,-66.2
"3761",41.4,-66.15
"3762",41.4,-66.1
"3763",41.4,-66.05
"3764",41.4,-66
"3765",41.4,-65.95
"3766",41.4,-65.9
"3767",41.4,-65.85
"3768",41.4,-65.8
"3769",41.4,-65.75
"3770",41.4,-65.7
"3771",41.4,-65.65
"3772",41.4,-65.6
"3773",41.4,-65.55
"3774",41.4,-65.5
"3775",41.45,-71
"3776",41.45,-70.95
"3777",41.45,-70.9
"3778",41.45,-70.85
"3779",41.45,-70.8
"3780",41.45,-70.75
"3781",41.45,-70.7
"3782",41.45,-70.65
"3783",41.45,-70.6
"3784",41.45,-70.55
"3785",41.45,-70.5
"3786",41.45,-70.45
"3787",41.45,-70.4
"3788",41.45,-70.35
"3789",41.45,-70.3
"3790",41.45,-70.25
"3791",41.45,-70.2
"3792",41.45,-70.15
"3793",41.45,-70.1
"3794",41.45,-70.05
"3795",41.45,-70
"3796",41.45,-69.95
"3797",41.45,-69.9
"3798",41.45,-69.85
"3799",41.45,-69.8
"3800",41.45,-69.75
"3801",41.45,-69.7
"3802",41.45,-69.65
"3803",41.45,-69.6
"3804",41.45,-69.55
"3805",41.45,-69.5
"3806",41.45,-69.45
"3807",41.45,-69.4
"3808",41.45,-69.35
"3809",41.45,-69.3
"3810",41.45,-69.25
"3811",41.45,-69.2
"3812",41.45,-69.15
"3813",41.45,-69.1
"3814",41.45,-69.05
"3815",41.45,-69
"3816",41.45,-68.95
"3817",41.45,-68.9
"3818",41.45,-68.85
"3819",41.45,-68.8
"3820",41.45,-68.75
"3821",41.45,-68.7
"3822",41.45,-68.65
"3823",41.45,-68.6
"3824",41.45,-68.55
"3825",41.45,-68.5
"3826",41.45,-68.45
"3827",41.45,-68.4
"3828",41.45,-68.35
"3829",41.45,-68.3
"3830",41.45,-68.25
"3831",41.45,-68.2
"3832",41.45,-68.15
"3833",41.45,-68.1
"3834",41.45,-68.05
"3835",41.45,-68
"3836",41.45,-67.95
"3837",41.45,-67.9
"3838",41.45,-67.85
"3839",41.45,-67.8
"3840",41.45,-67.75
"3841",41.45,-67.7
"3842",41.45,-67.65
"3843",41.45,-67.6
"3844",41.45,-67.55
"3845",41.45,-67.5
"3846",41.45,-67.45
"3847",41.45,-67.4
"3848",41.45,-67.35
"3849",41.45,-67.3
"3850",41.45,-67.25
"3851",41.45,-67.2
"3852",41.45,-67.15
"3853",41.45,-67.1
"3854",41.45,-67.05
"3855",41.45,-67
"3856",41.45,-66.95
"3857",41.45,-66.9
"3858",41.45,-66.85
"3859",41.45,-66.8
"3860",41.45,-66.75
"3861",41.45,-66.7
"3862",41.45,-66.65
"3863",41.45,-66.6
"3864",41.45,-66.55
"3865",41.45,-66.5
"3866",41.45,-66.45
"3867",41.45,-66.4
"3868",41.45,-66.35
"3869",41.45,-66.3
"3870",41.45,-66.25
"3871",41.45,-66.2
"3872",41.45,-66.15
"3873",41.45,-66.1
"3874",41.45,-66.05
"3875",41.45,-66
"3876",41.45,-65.95
"3877",41.45,-65.9
"3878",41.45,-65.85
"3879",41.45,-65.8
"3880",41.45,-65.75
"3881",41.45,-65.7
"3882",41.45,-65.65
"3883",41.45,-65.6
"3884",41.45,-65.55
"3885",41.45,-65.5
"3886",41.5,-71
"3887",41.5,-70.95
"3888",41.5,-70.9
"3889",41.5,-70.85
"3890",41.5,-70.8
"3891",41.5,-70.75
"3892",41.5,-70.7
"3893",41.5,-70.65
"3894",41.5,-70.6
"3895",41.5,-70.55
"3896",41.5,-70.5
"3897",41.5,-70.45
"3898",41.5,-70.4
"3899",41.5,-70.35
"3900",41.5,-70.3
"3901",41.5,-70.25
"3902",41.5,-70.2
"3903",41.5,-70.15
"3904",41.5,-70.1
"3905",41.5,-70.05
"3906",41.5,-70
"3907",41.5,-69.95
"3908",41.5,-69.9
"3909",41.5,-69.85
"3910",41.5,-69.8
"3911",41.5,-69.75
"3912",41.5,-69.7
"3913",41.5,-69.65
"3914",41.5,-69.6
"3915",41.5,-69.55
"3916",41.5,-69.5
"3917",41.5,-69.45
"3918",41.5,-69.4
"3919",41.5,-69.35
"3920",41.5,-69.3
"3921",41.5,-69.25
"3922",41.5,-69.2
"3923",41.5,-69.15
"3924",41.5,-69.1
"3925",41.5,-69.05
"3926",41.5,-69
"3927",41.5,-68.95
"3928",41.5,-68.9
"3929",41.5,-68.85
"3930",41.5,-68.8
"3931",41.5,-68.75
"3932",41.5,-68.7
"3933",41.5,-68.65
"3934",41.5,-68.6
"3935",41.5,-68.55
"3936",41.5,-68.5
"3937",41.5,-68.45
"3938",41.5,-68.4
"3939",41.5,-68.35
"3940",41.5,-68.3
"3941",41.5,-68.25
"3942",41.5,-68.2
"3943",41.5,-68.15
"3944",41.5,-68.1
"3945",41.5,-68.05
"3946",41.5,-68
"3947",41.5,-67.95
"3948",41.5,-67.9
"3949",41.5,-67.85
"3950",41.5,-67.8
"3951",41.5,-67.75
"3952",41.5,-67.7
"3953",41.5,-67.65
"3954",41.5,-67.6
"3955",41.5,-67.55
"3956",41.5,-67.5
"3957",41.5,-67.45
"3958",41.5,-67.4
"3959",41.5,-67.35
"3960",41.5,-67.3
"3961",41.5,-67.25
